,formatted_address,input_string,latitude,longitude,name,number_of_results,price_level,rating,status
2341,"65 Post St, San Francisco, CA 94104, USA",dada bar,37.7888143,-122.4031166,Dada SF,1,2.0,4.2,OK
2342,"505 Sansome St, San Francisco, CA 94111, USA",illy caffe sf_sansome,37.795078,-122.401826,illy Caffè,1,2.0,4.3,OK
2343,"2268 Chestnut St, San Francisco, CA 94123, USA",smitten ice cream,37.8004158,-122.440744,Smitten Ice Cream,1,2.0,4.5,OK
2344,"904 Valencia St, San Francisco, CA 94110, USA",smitten ice cream,37.7583115,-122.4214599,Smitten Ice Cream,1,1.0,4.5,OK
2345,"1130 Ocean Ave, San Francisco, CA 94112, USA",poki hub,37.7235498,-122.4538296,Pokihub,1,1.0,4.7,OK
2346,"50 Fremont St, San Francisco, CA 94105, USA",salesforce fremont,37.7905027,-122.3972152,Fifty Fremont Garage,2,,4.1,OK
2347,"402 Balboa St, San Francisco, CA 94118, USA",cafe sis,37.7774282,-122.4631833,Cafe Sis,1,1.0,4.7,OK
2348,"2078 Hayes Street, San Francisco, CA, San Francisco, CA 94117, United States",manitas cafe  deli,37.77356,-122.45069,Manitas Cafe & Deli,1,1.0,4.7,OK
2349,"3566 20th St, San Francisco, CA 94110, USA",garden creamery,37.7586821,-122.4204424,Garden Creamery,1,1.0,4.8,OK
2350,"2200-2298 Jennings St, San Francisco, CA 94124, USA",tacos el primo,37.7259579,-122.3897713,El Primo Taco Truck,1,1.0,4.4,OK
2351,"100 Gough St, San Francisco, CA 94102, USA",baiano pizzeria hayes valley,37.7742554,-122.4223024,Baiano Pizzeria - Hayes Valley,1,2.0,4.1,OK
2352,"180 Howard St, San Francisco, CA 94105, USA",rotee express,37.79095,-122.3931892,Rotee Express,1,2.0,3.2,OK
2353,"3300 Coach Lane, Suite A14-A15, Cameron Park, CA 95682, United States",crazy gringo taco wagon salsa co,38.657527,-120.9728539,The Crazy Gringo Taco Wagon Salsa Co.,1,,4.4,OK
2354,"1332, 3153 17th St, San Francisco, CA 94110, United States",robins cafe llc,37.7634167,-122.4164485,Robin's Café,1,1.0,4.4,OK
2355,"1634 Bush St, San Francisco, CA 94109, USA",akira japanese restaurant,37.7884148,-122.4242239,Akira,1,2.0,4.6,OK
2356,"2453 Fillmore St, San Francisco, CA 94115, USA",blue bottle coffee,37.792308,-122.4346983,Blue Bottle Coffee,1,2.0,4.5,OK
2357,"1453 18th St, San Francisco, CA 94107, USA",mac daddy,37.76240140000001,-122.3970708,Mac Daddy,1,2.0,4.4,OK
2358,"235 2nd St, San Francisco, CA 94105, USA",proper food,37.7865115,-122.3970376,Proper Food,1,,4.7,OK
2359,"400 Eddy St, San Francisco, CA 94109, USA",black cat,37.7839326,-122.4144729,Black Cat,1,2.0,4.4,OK
2360,"670 Broadway, San Francisco, CA 94133, USA",sam rong cafe,37.7979811,-122.4081679,Sam Rong Cafe,1,1.0,4.0,OK
2361,"333 O'Farrell St, San Francisco, CA 94102, USA",herb n kitchen,37.7857306,-122.4101172,Hilton San Francisco Union Square,1,,4.1,OK
2362,"2101 Lombard St, San Francisco, CA 94123, USA",poki time,37.7996424,-122.4362661,Poki Time,1,,4.4,OK
2363,"65 Cambon Dr, San Francisco, CA 94132, USA",poke kana,37.7177842,-122.4739235,Poke Kana,1,,4.3,OK
2364,"138 Minna St, San Francisco, CA 94105, USA",takoba sf,37.7869191,-122.4003207,Takoba SF,1,,4.4,OK
2365,"1279 Fulton St suite 200, San Francisco, CA 94117, USA",saffron grill,37.7767793,-122.4379124,Saffron Grill,1,2.0,4.4,OK
2366,"1517 Pine St, San Francisco, CA 94109, USA",batter bakery,37.789497,-122.420811,Batter Bakery,2,1.0,4.5,OK
2367,"One Market Plaza (Plates Food Hall) Stuart St entrance,, San Francisco, CA 94105, United States",coast poke counter,37.7939106,-122.3943006,Coast Poke Counter,2,,3.9,OK
2368,"2943 Mission St, San Francisco, CA 94110, USA",rinconcito nicaraguense,37.7499797,-122.4179073,Rinconcito Nicaragüense,2,2.0,4.3,OK
2369,"1230 Market St, San Francisco, CA 94102, USA",fermentation lab,37.77840399999999,-122.4155034,Fermentation Lab,1,2.0,4.4,OK
2370,"601 Mission St, San Francisco, CA 94105, USA",senor sisig,37.787816,-122.3997022,Senor Sisig,1,,4.5,OK
2371,"1000 Larkin St, San Francisco, CA 94109, USA",the saratoga,37.7872121,-122.4181484,The Saratoga,1,3.0,4.4,OK
2372,"3338 24th St, San Francisco, CA 94110, USA",beloved cafe,37.7524063,-122.4192745,Beloved Natural Cafe & Organic Juicery,1,,4.8,OK
2373,"2501 Phelps St, San Francisco, CA 94124, USA",three babes bakeshop,37.7297001,-122.4002861,Three Babes Bakeshop,1,2.0,4.6,OK
2374,"595 Alabama St, San Francisco, CA 94110, USA",tartine manufactory,37.7618459,-122.4119475,Tartine Manufactory,1,2.0,4.4,OK
2375,"702 San Anselmo Ave, San Anselmo, CA 94960, USA",flour craft bakery,37.9762955,-122.5630092,Flour Craft Bakery,1,2.0,4.8,OK
2376,"605 Kearny St, San Francisco, CA 94108, USA",ohana poke and salad bar,37.7937251,-122.4048502,Ohana Poke Bar,1,,4.0,OK
2377,"Xiaomianzhen, Hechuan, Chongqing, China, 401534",chongqing xiaomian,30.119844,106.538455,Xiaomianzhen,1,,0.0,OK
2378,"1155 Taraval, San Francisco, CA 94116, USA",one boiling pot,37.7427739,-122.478759,One Boiling Pot Mixian Noodles,1,1.0,3.7,OK
2379,"2517, 4036 Balboa St, San Francisco, CA 94121, United States",oyogu sushi,37.775688,-122.502243,Oyogu Sushi,1,2.0,4.4,OK
2380,"1517 Pine St, San Francisco, CA 94109, USA",batter bakery stonestown mkt,37.789497,-122.420811,Batter Bakery,2,1.0,4.5,OK
2381,"380 14th Ave, San Francisco, CA 94118, USA",tancca llc,37.781808,-122.4728091,299 Valencia Street LLC,1,,0.0,OK
2382,"2 S Park St, San Francisco, CA 94107, USA",blue bottle coffee,37.7824756,-122.3931157,Blue Bottle Coffee,1,2.0,4.5,OK
2383,"1020 N 1st Ave, Phoenix, AZ 85003, USA",fair trade cafe,33.4593921,-112.0743347,Fair Trade Cafe,1,1.0,4.5,OK
2384,"1455 Market St #3A, San Francisco, CA 94103, USA",kagawaya udon noodle company,37.7759496,-122.4180586,KAGAWA-YA UDON,1,2.0,3.9,OK
2385,"1737 Post St #380, San Francisco, CA 94115, USA",kushi tsuru,37.785172,-122.430725,Kushi Tsuru,1,2.0,3.6,OK
2386,"3435 Mission St, San Francisco, CA 94110, USA",el buen comer llc,37.741807,-122.4222288,El Buen Comer,1,2.0,4.6,OK
2387,"2030 Lombard St, San Francisco, CA 94123, USA",pistos tacos,37.800195,-122.435366,Don Pistos Tequila Bar,2,,4.4,OK
2388,"3505 17th St B, San Francisco, CA 94110, United States",turners kitchen,37.763036,-122.42438,Turner's Kitchen,1,1.0,4.7,OK
2389,"611 Larkin St, San Francisco, CA 94109, USA",lafayette coffee shop,37.78351749999999,-122.4177458,Lafayette Coffee Shop,1,1.0,4.3,OK
2390,"240 Kearny St, San Francisco, CA 94108, USA",mixt greens,37.790402,-122.40376,Mixt,1,,4.2,OK
2391,"318 Columbus Ave, San Francisco, CA 94133, USA",betty lous seafood  grill,37.7983107,-122.4069712,Betty Lou's Seafood & Grill,1,2.0,4.6,OK
2392,"4019 Judah St, San Francisco, CA 94122, USA",celias no 1 restaurant,37.7602949,-122.5051351,Celia's by the Beach,1,2.0,4.1,OK
2393,"2436 Polk St, San Francisco, CA 94109, USA",fueling station,37.799352,-122.422238,Fueling Station Cafe,1,1.0,4.5,OK
2394,"1336 Grant Ave, San Francisco, CA 94133, USA",the nature stop,37.7994055,-122.407259,The Nature Stop,1,,4.2,OK
2395,"690 Indiana St, San Francisco, CA 94107, USA",noonall day,37.7617901,-122.391552,Noon All Day,1,2.0,4.5,OK
2396,"243 Jefferson St, San Francisco, CA 94133, USA",bobo drinks,37.8080369,-122.4165104,Bobo Drinks & Pho,1,,3.3,OK
2397,"145 4th St, San Francisco, CA 94103, USA",split bread,37.7841461,-122.4034818,Split,1,2.0,4.1,OK
2398,"4217 Geary Blvd, San Francisco, CA 94118, USA",dancing bull,37.780754,-122.464672,Dancing Bull Korean BBQ Restaurant,1,2.0,4.1,OK
2399,"31 Cambon Dr, San Francisco, CA 94132, USA",fang yuan kitchen,37.7181232,-122.4742535,Fang Yuan Kitchen,1,,4.2,OK
2400,"500 Parnassus Ave, San Francisco, CA 94619, USA",jamba juice,37.7635256,-122.4587608,Jamba Juice UCSF Medical Center,1,1.0,3.8,OK
2401,"2520 San Bruno Ave, San Francisco, CA 94134, USA",dim sum kitchen inc,37.7296615,-122.4048103,Dim Sum Kitchen,1,,3.7,OK
2402,"121 7th St, San Francisco, CA 94103, USA",koz restaurant brewery,37.778555,-122.409943,K-Oz,1,,4.3,OK
2403,,chipotle mexican grill #2828,,,,0,,,REQUEST_DENIED
2404,"810 Van Ness Ave, San Francisco, CA 94109, USA",hinata sushi,37.7830951,-122.4206007,Hinata Sushi,1,3.0,4.7,OK
2405,"2850 21st St, San Francisco, CA 94110, USA",bon nene,37.7576549,-122.4116337,"Bon, Nene",1,2.0,4.7,OK
2406,"222 Battery St, San Francisco, CA 94104, USA",homegrown sustainable sandwiches,37.793683,-122.399936,Homegrown,1,1.0,4.6,OK
2407,"1155 Folsom St, San Francisco, CA 94103, USA",iza ramen,37.7756773,-122.4088763,Iza Ramen SOMA,2,2.0,4.4,OK
2408,"690 Sacramento St, San Francisco, CA 94111, USA",rm 212,37.7937341,-122.4043702,RM 212,1,,4.4,OK
2409,"595 Mission St, San Francisco, CA 94105, USA",peets coffee  tea,37.788084,-122.3991547,Peet's Coffee,1,1.0,4.2,OK
2410,"1142 Valencia St, San Francisco, CA 94110, USA",deccan spice by mm,37.754632,-122.421145,Deccan Spice,1,1.0,4.1,OK
2411,"2809 Taylor St, San Francisco, CA 94133, USA",commissary: sabella and la torre seafoods,37.8084592,-122.4159347,Sabella & La Torre,1,2.0,4.1,OK
2412,"3528 Balboa St, San Francisco, CA 94121, USA",kio ramen,37.7758878,-122.4967325,Kio Ramen,1,,4.2,OK
2413,,aatame llc dba wetzels pretz,,,,0,,,ZERO_RESULTS
2414,"294 9th St, San Francisco, CA 94103, USA",genji sushi pth,37.7737837,-122.4119559,Kama Sushi Soma,1,2.0,4.5,OK
2415,"692 Mission St, San Francisco, CA 94105, USA",peets coffee  tea,37.786492,-122.402022,Peet's Coffee,1,1.0,4.0,OK
2416,"2704, 3398 Balboa St, San Francisco, CA 94121, United States",village house,37.7759554,-122.4949867,Village House Restaurant,1,1.0,4.6,OK
2417,"2077 Hayes St, San Francisco, CA 94117, USA",katani pizza,37.7732219,-122.4505462,Katani Pizza,1,2.0,4.5,OK
2418,"5516, 1217 Sutter St, San Francisco, CA 94109, United States",rusted mule,37.787457,-122.42047,Rusted Mule,1,2.0,4.3,OK
2419,"Yerba Buena Island, San Francisco, CA, USA",yerba buena tea co,37.8108709,-122.3668348,Yerba Buena Island,1,,3.8,OK
2420,"Food Court, 170 O'Farrell St, San Francisco, CA 94102, United States",jamba juice,37.786732,-122.406852,Jamba Juice Macys San Francisco,1,1.0,3.9,OK
2421,"1249 Stockton St, San Francisco, CA 94133, USA",little swan bakery,37.7973366,-122.408843,Little Swan Bakery Café,1,1.0,4.2,OK
2422,"5416, 1380 Sutter St, San Francisco, CA 94109, United States",piece of heaven,37.7875279,-122.4228905,Piece of Heaven,1,1.0,4.5,OK
2423,"3251 20th Ave, San Francisco, CA 94132, USA",jamba juice,37.7273201,-122.4769885,Jamba Juice,1,1.0,4.0,OK
2424,"1449 Lombard St, San Francisco, CA 94123, USA",sugarhill kitchen,37.8009304,-122.4254887,Sugarhill Kitchen,1,,4.3,OK
2425,"149 2nd St, San Francisco, CA 94105, USA",lao table,37.7875162,-122.3987518,Lao Table,1,2.0,4.1,OK
2426,"908 Clement St, San Francisco, CA 94118, USA",keeva indian kitchen,37.7828776,-122.4690266,Keeva,1,2.0,4.6,OK
2427,"3251 20th Ave, San Francisco, CA 94132, USA",juice craze,37.72813300000001,-122.47703,juice craze,1,,0.0,OK
2428,"1301 Mission St, San Francisco, CA 94103, USA",coffee cultures soma,37.7760312,-122.4147427,Coffee Cultures,1,1.0,4.4,OK
2429,"960 Cole St, San Francisco, CA 94117, USA",lukes local inc,37.765062,-122.449509,Luke's Local,1,,4.0,OK
2430,,mi morena,,,,0,,,ZERO_RESULTS
2431,"3463 16th St, San Francisco, CA 94114, USA",sofia cafe,37.7642273,-122.4299696,Sofia Cafe,1,1.0,4.7,OK
2432,"300 De Haro St suite 338, San Francisco, CA 94103, USA",torraku ramen,37.765725,-122.402024,Torraku Ramen,2,,4.2,OK
2433,"3801 17th St, San Francisco, CA 94114, USA",saucy asian,37.7626468,-122.4309077,Saucy Asian,1,1.0,4.3,OK
2434,"1668 Haight St, San Francisco, CA 94117, USA",om indian cuisine,37.769935,-122.449731,Om Indian Cuisine,1,2.0,4.3,OK
2435,"1881 Geary Blvd, San Francisco, CA 94115, USA",jane the bakery,37.7837501,-122.4342376,Jane The Bakery,1,2.0,4.7,OK
2436,"2146 Irving St, San Francisco, CA 94122, USA",sushi uma inc,37.7635224,-122.4811405,Sushi Uma,1,,3.9,OK
2437,"138 Cyril Magnin St, San Francisco, CA 94102, USA",chaat corner  powell st,37.7857526,-122.4087005,Chaat Corner,1,2.0,4.0,OK
2438,"4708, 1534 California St, San Francisco, CA 94109, United States",nobhill pizza  shawerma,37.7909345,-122.419813,Nobhill Pizza & Shawarma,1,,4.4,OK
2439,,pretzelina llc,,,,0,,,ZERO_RESULTS
2440,"882 Sutter St, San Francisco, CA 94109, USA",chisme,37.7886047,-122.4147895,Chisme Cantina,1,1.0,4.8,OK
2441,"815 Clement St, San Francisco, CA 94118, USA",tasty pot,37.7825749,-122.4680194,Tasty Pot,2,2.0,4.2,OK
2442,"1325 Ocean Ave, San Francisco, CA 94112, USA",chase luck bakery,37.7237869,-122.4566832,Chase Luck Bakery,1,1.0,4.4,OK
2443,"1075 Sutter St, San Francisco, CA 94109, USA",phlox commons,37.7879057,-122.4179781,Hotel Carlton,1,,4.1,OK
2444,"220 Montgomery St STE. 148, San Francisco, CA 94104, USA",illy caffe sf_90 n montgomery,37.7912007,-122.4023244,illy Caffè,2,2.0,4.5,OK
2445,"224 Kearny St, San Francisco, CA 94105, USA",the organic coup,37.790211,-122.403733,The Organic Coup,1,1.0,4.3,OK
2446,"528 Laguna St, San Francisco, CA 94102, USA",the riddler,37.775909,-122.4260234,The Riddler,1,3.0,4.5,OK
2447,"1305 Castro St, San Francisco, CA 94114, USA",bistro sf grill,37.7510661,-122.4338478,Bistro SF Grill,1,1.0,4.2,OK
2448,"598 Chenery St, San Francisco, CA 94131, USA",native baking company,37.7346593,-122.4323038,Destination Baking Company,1,,4.6,OK
2449,"2251 Market St, San Francisco, CA 94114, USA",finn town,37.7648006,-122.4318383,Finn Town,1,2.0,4.2,OK
2450,"2327 Mission St, San Francisco, CA 94110, USA",cha cha cha on mission,37.7598028,-122.4189236,Cha Cha Cha,1,2.0,4.1,OK
2451,"82 The Embarcadero, San Francisco, CA 94111, USA",seismic coffee,37.8010354,-122.3986092,Seismic Joint,1,,2.4,OK
2452,"3198 16th St, San Francisco, CA 94103, USA",bar san pancho,37.7649203,-122.4239574,Bar San Pancho,1,1.0,4.0,OK
2453,"115 Sansome St, San Francisco, CA 94104, USA",city counter,37.7914251,-122.4010378,City Counter,1,2.0,4.4,OK
2454,,genji sushi cas,,,,0,,,ZERO_RESULTS
2455,"883 Bush St, San Francisco, CA 94108, USA",chopsticks restaurant,37.7896234,-122.4117443,City Chopsticks,1,1.0,3.9,OK
2456,"601 Van Ness Ave, San Francisco, CA 94102, USA",peets coffee  tea,37.78174,-122.42087,Peet's Coffee,1,1.0,4.1,OK
2457,"1181 Ocean Ave, San Francisco, CA 94112, USA",snocrave tea house,37.7234975,-122.4548939,Sno-Crave TeaHouse SF,1,,4.1,OK
2458,"101 Pine St, San Francisco, CA 94111, USA",eurest dining  first republic bank,37.7922174,-122.3988536,First Republic Bank,2,,4.4,OK
2459,"121 7th St, San Francisco, CA 94103, USA",koz camper,37.778555,-122.409943,K-Oz,1,,4.3,OK
2460,"1630 Jones St, San Francisco, CA 94109, USA",hedge coffee,37.7965031,-122.4149358,Hedge Coffee,1,,5.0,OK
2461,"10501 New Hampshire Ave, Hillandale, MD 20903, USA",an chi inc,39.0273568,-76.9815465,Chi Centers Inc,1,,4.1,OK
2462,"244 Jackson St, San Francisco, CA 94111, USA",5a5 steak lounge,37.7969094,-122.4003054,5A5 Steak Lounge,1,3.0,4.3,OK
2463,"Pier 39, Space A-201, San Francisco, CA 94133, USA",eagle cafe,37.8087731,-122.4103237,Eagle Cafe,1,2.0,3.9,OK
2464,"1355 Market Street, San Francisco, CA 94103, USA",manila bowl,37.7767687,-122.4166164,Manila Bowl,1,,3.8,OK
2465,"1511 Sloat Blvd., San Francisco, CA 94132, USA",ahipoki bowl,37.7335073,-122.4896089,AhiPoki,2,1.0,5.0,OK
2466,"2948 Folsom St, San Francisco, CA 94110, USA",mama lamees,37.7501803,-122.4140972,mama lamees,1,,0.0,OK
2467,"2726 San Bruno Ave, San Francisco, CA 94134, USA",chef lis cafe,37.7272313,-122.4034712,Chef Li's Cafe Hot pot,1,1.0,4.2,OK
2468,"595 Bryant St, San Francisco, CA 94107, USA",mestiza taqueria,37.7796243,-122.3977086,Mestiza Taqueria,1,2.0,4.4,OK
2469,"4591 Mission St, San Francisco, CA 94110, USA",el gran taco loco,37.724733,-122.4344335,El Gran Taco Loco,1,1.0,4.1,OK
2470,"1070 Howard St, San Francisco, CA 94103, USA",starco mart,37.7786964,-122.4089351,Starco Mart,1,,3.9,OK
2471,"1033 Taraval, San Francisco, CA 94116, USA",tang collection,37.7427566,-122.4773949,雅香閣 Tang Collection Restaurant,1,2.0,4.2,OK
2472,"650 California St, San Francisco, CA 94108, USA",hermanos coffee  juice bar,37.7927611,-122.4052436,Hermanos Coffee + Juice,1,,4.7,OK
2473,"101 Cyril Magnin St, San Francisco, CA 94102, USA",king kee,37.785578,-122.40889,King kee,1,,4.1,OK
2474,"3465 19th St, San Francisco, CA 94110, USA",media noche,37.760022,-122.4207756,Media Noche,1,2.0,4.4,OK
2475,"3970 17th St, San Francisco, CA 94114, USA",me and tasty,37.7626624,-122.4343419,Me & Tasty,1,2.0,4.4,OK
2476,"2201 Fillmore St, San Francisco, CA 94115, USA",salt  straw  fillmore,37.78995889999999,-122.434248,Salt & Straw,1,2.0,4.7,OK
2477,"125 3rd St, San Francisco, CA 94103, USA",vitrine,37.7861305,-122.4014561,The St. Regis San Francisco,2,,4.6,OK
2478,"51 Yerba Buena Ln, San Francisco, CA 94103, USA",mixt greens,37.785614,-122.404636,Mixt,1,,4.4,OK
2479,"1014 Clement St, San Francisco, CA 94118, USA",gosu tbar,37.7828323,-122.470213,Gosu Tbar,1,1.0,4.0,OK
2480,"710 Post St, San Francisco, CA 94109, USA",kinara llc,37.7877825,-122.4137445,Kinara - Fusion Kitchen,1,2.0,4.5,OK
2481,"2275 San Jose Avenue, San Francisco, CA 94112, USA",ajs bbq  cafe,37.7207678,-122.4462073,AJ's BBQ And Cafe,1,1.0,3.8,OK
2482,"1 Henry Adams St, San Francisco, CA 94103, USA",the grove  design district,37.7695775,-122.4035149,The Grove,1,2.0,4.3,OK
2483,"525 Market St, San Francisco, CA 94105, USA",joe  the juice market,37.79049910000001,-122.3995044,JOE & THE JUICE,1,2.0,4.0,OK
2484,"1365 Fillmore St, San Francisco, CA 94115, USA",merchant roots,37.7821274,-122.4327041,Merchant Roots,1,,4.3,OK
2485,"301 Howard St, San Francisco, CA 94105, USA",joe  the juice howard,37.7896722,-122.3942788,JOE & THE JUICE,1,2.0,4.2,OK
2486,"220 Montgomery St STE. 148, San Francisco, CA 94104, USA",illy caffe sf 200_montgomery,37.7912007,-122.4023244,illy Caffè,1,2.0,4.5,OK
2487,"496 Beach St, San Francisco, CA 94133, USA",cod mother inc,37.8071679,-122.4169294,The Codmother Fish and Chips,1,1.0,4.4,OK
2488,"3 International Dr # 200, Rye Brook, NY 10573, USA",flik international corp,41.0515006,-73.687939,FLIK International Corporation,1,,2.2,OK
2489,"3 International Dr # 200, Rye Brook, NY 10573, USA",flik international corp,41.0515006,-73.687939,FLIK International Corporation,1,,2.2,OK
2490,"601 Larkin St, San Francisco, CA 94109, USA",lapats thai noodles bar,37.7834221,-122.4177186,Lapats Thai Noodles Bar,1,2.0,4.0,OK
2491,"234 Townsend St, San Francisco, CA 94107, USA",petit marlowe,37.7782071,-122.3938085,Petit Marlowe,1,3.0,4.6,OK
2492,"336 O'Farrell St, San Francisco, CA 94102, USA",the halal guys,37.786352,-122.410438,The Halal Guys San Francisco,1,1.0,3.9,OK
2493,"1825 Post St, San Francisco, CA 94115, USA",beque,37.7849556,-122.4319457,Beque BBQ Grill,1,2.0,4.1,OK
2494,"222 2nd St, San Francisco, CA 94105, USA",creperie saint germain,37.7864032,-122.3983216,Crêperie Saint-Germain,2,1.0,3.8,OK
2495,"2293 Mission St, San Francisco, CA 94110, USA",alba rays,37.7604793,-122.4190059,Alba Ray's,1,2.0,4.5,OK
2496,"3344 Steiner St, San Francisco, CA 94123, USA",blue barn gourmet,37.8003016,-122.4376247,Blue Barn Steiner,1,,4.5,OK
2497,"121 Spear St, San Francisco, CA 94105, USA",big fish little fish poke,37.792012,-122.3928203,Big Fish Little Fish,1,1.0,4.3,OK
2498,"1581 Webster St #235, San Francisco, CA 94115, USA",marufuku ramen,37.7851522,-122.4320741,Marufuku Ramen,1,2.0,4.5,OK
2499,"1522 Fillmore St, San Francisco, CA 94115, USA",boba guys,37.78364639999999,-122.4325955,Boba Guys Fillmore,1,2.0,4.5,OK
2500,"2435 Noriega St, San Francisco, CA 94122, USA",hk tea  noodle,37.7534295,-122.4899206,Tak Kee Lee,1,1.0,3.7,OK
2501,"337 Jones St, San Francisco, CA 94102, USA",lins kitchen,37.7844218,-122.4129939,Lin's Kitchen,1,,3.8,OK
2502,"11 Division Street, San Francisco, CA 94103, USA",dumpling time,37.7696425,-122.4023465,Dumpling Time,1,2.0,4.5,OK
2503,"355 11th St, San Francisco, CA 94103, USA",bar agricole,37.7715277,-122.4129008,Bar Agricole,1,3.0,4.2,OK
2504,"2922 Diamond St, San Francisco, CA 94131, USA",one waan thai,37.73317,-122.434421,One Waan Thai Restaurant,1,2.0,4.5,OK
2505,"1142 Grant Ave, San Francisco, CA 94133, USA",puppy bobar,37.7975517,-122.4068466,Puppy Bobar,1,,4.0,OK
2506,"2018 Clement St, San Francisco, CA 94121, USA",home cafe,37.7823159,-122.4809912,Home Cafe,2,1.0,4.6,OK
2507,"4555 California St, San Francisco, CA 94118, USA",beanstalk  inner richmond,37.7844957,-122.4665401,Beanstalk Cafe,1,,4.2,OK
2508,"428 11th St, San Francisco, CA 94103, USA",chefs work in the truck,37.76976860000001,-122.4120492,Soma StrEat Food Park,1,2.0,4.3,OK
2509,,kui shin bo #2,,,,0,,,REQUEST_DENIED
2510,"100 1st St, San Francisco, CA 94105, USA",proper food,37.7892606,-122.3979812,Proper Food,1,,4.6,OK
2511,"4045 Judah St, San Francisco, CA 94122, USA",woods outbound,37.7602589,-122.5055662,Woods Outbound,1,1.0,4.4,OK
2512,"525 Valencia St, San Francisco, CA 94110, USA",brown sugar factory,37.76445950000001,-122.4216883,RAW Sugar Factory,1,2.0,4.4,OK
2513,"2512, 506 Castro St, San Francisco, CA 94114, United States",project juice  castro,37.760697,-122.4352417,Project Juice,1,2.0,3.9,OK
2514,"345 Taylor St, San Francisco, CA 94102, USA",the douglas room,37.7855401,-122.4113725,The Douglas Room,1,2.0,4.6,OK
2515,,sataysfied catering,,,,0,,,ZERO_RESULTS
2516,"685 Harrison St, San Francisco, CA 94107, USA",coletta gelato,37.782685,-122.396795,Coletta Gelato,1,1.0,4.8,OK
2517,"4542 Irving St, San Francisco, CA 94122, USA",hook fish company,37.76238070000001,-122.5069026,Hook Fish Co,1,2.0,4.7,OK
2518,"899 Hyde St, San Francisco, CA 94109, USA",crostini and java,37.7889277,-122.4172148,Crostini & Java,1,,5.0,OK
2519,"685 Market St, San Francisco, CA 94103, USA",bluestone lane,37.7878491,-122.4029203,Bluestone Lane,2,1.0,4.5,OK
2520,"71 5th St, San Francisco, CA 94103, USA",kaisen sushi,37.78315560000001,-122.4067564,Kaisen Sushi,1,2.0,3.7,OK
2521,"280 5th St, San Francisco, CA 94103, USA",les gourmands bakery,37.7803475,-122.4037713,Les Gourmands Bakery,1,1.0,4.7,OK
2522,"303 2nd St, San Francisco, CA 94107, USA",sues kitchen,37.7857659,-122.3962044,Sue's Kitchen Deco Sushi and Matcha Sweets,1,,4.9,OK
2523,"1550 Church St, San Francisco, CA 94131, USA",uma casa,37.74597,-122.427179,Uma Casa,1,3.0,4.3,OK
2524,"901 Polk St, San Francisco, CA 94109, USA",ikes love  sandwiches,37.785184,-122.419749,Ike’s Love and Sandwiches,1,,4.1,OK
2525,"764 Harrison St, San Francisco, CA 94107, USA",zen izakaya,37.7815308,-122.3990101,Zen Izakaya,1,2.0,4.1,OK
2526,"3515 20th St B, San Francisco, CA 94110, USA",walking fish poke,37.7584516,-122.4195436,Our Poke Place,1,1.0,4.5,OK
2527,"5630, 833 Cortland Ave, San Francisco, CA 94110, United States",black jet baking co,37.7391019,-122.4141446,Black Jet Baking Co.,1,2.0,4.7,OK
2528,"83 9th St, San Francisco, CA 94103, USA",street taco,37.776659,-122.4148904,Street Taco,2,2.0,4.4,OK
2529,"30 Battery St, San Francisco, CA 94111, USA",coast poke counter,37.7917593,-122.3995132,Coast Poke Counter,2,,3.8,OK
2530,"135 4th St, San Francisco, CA 94103, USA",fresca gardens inc,37.7840477,-122.4028659,Fresca Garden,1,,4.1,OK
2531,"2175 Market St, San Francisco, CA 94114, USA",jiffy dog,37.7663573,-122.4300444,Jiffy Dog,1,,0.0,OK
2532,"1001 Market St, San Francisco, CA 94103, USA",home skillet sf,37.7819908,-122.4102677,Homeskillet San Francisco,1,1.0,4.2,OK
2533,"82 The Embarcadero, San Francisco, CA 94111, USA",seismic coffee,37.8010354,-122.3986092,Seismic Joint,1,,2.4,OK
2534,"270 Brannan St, San Francisco, CA 94107, USA",steep creamery  tea,37.7826226,-122.3913172,Steep Creamery & Tea,1,1.0,4.5,OK
2535,"1224 Grant Ave, San Francisco, CA 94133, USA",pesce e riso restaurant,37.7983727,-122.4069707,Pesce e Riso Restaurant,1,2.0,4.4,OK
2536,"3420 Balboa St, San Francisco, CA 94121, USA",jiangnan cuisine,37.7759183,-122.4956456,Jiangnan Cuisine,1,,4.6,OK
2537,"807 Ellis St, San Francisco, CA 94109, USA",the pork exchange,37.78380600000001,-122.4196992,The Pork Exchange,1,1.0,4.8,OK
2538,"1740 Fillmore St, San Francisco, CA 94115, USA",royal indian cuisine,37.7858391,-122.4329997,Royal Indian Cuisine on Fillmore,1,2.0,4.4,OK
2539,"221 Montgomery St, San Francisco, CA 94104, USA",ladle  leaf,37.7913242,-122.4025914,Ladle & Leaf,1,2.0,4.2,OK
2540,"4 Embarcadero Center, San Francisco, CA 94111, USA",ladle  leaf,37.7950964,-122.3960233,Ladle & Leaf,1,,3.9,OK
2541,"3226 Geary Blvd, San Francisco, CA 94118, USA",derm restaurant,37.7820104,-122.4538039,Derm Restaurant,1,2.0,4.6,OK
2542,"451 Castro St, San Francisco, CA 94114, USA",castro ice cream,37.761696,-122.434824,Sweet Castro (former Castro Ice Cream and Dessert),1,1.0,4.7,OK
