business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,price_level,rating
bun mee,"Restaurant 1,000 - 2,000 Sqft",2015 fillmore st,2011-03-01,,2715.0,no,"2015 fillmore st, San Francisco, CA, 94115",65086,bun mee,Lower Pacific Heights,84.5,2017.0,37.788193,-122.433714,Census Tract 152,6075015200,"http://en.wikipedia.org/wiki/Lower_Pacific_Heights,_San_Francisco,_California",2532.0,197058.0,65377.0,1849.0,57500.0,2394.0,31.6,1471.0,179.0,685.0,111.0,0.0,56.0,43.0,49.0,193.0,67.0,203.0,286.0,749.0,510.0,164.0,75.0,69.0,2091.0,231.0,142.0,55924.0,100875.0,123757.0,15.0,71.5,2.7,2.9,2394.0,59.7,7.3,27.8,4.5,0.7,0.0,2.3,1.7,2.0,7.8,2.7,8.2,11.6,30.4,20.7,6.7,3.0,2.8,84.9,9.4,5.8,8.0,11.1,4.9,12.4,9.4,12.6,10.5,11.0,8.2,12.0,3934.0,40.0,1725.0,40.1,2209.0,40.0,574.0,2624.0,2430.0,194.0,2430.0,541.0,1889.0,43.8,56.2,23.6,92.6,7.4,100.0,22.3,77.7,2011,,3,,1.0,3.9
batter up,Take-Out Establishment,888 geneva av,2011-02-01,,2743.0,no,"888 geneva av, San Francisco, CA, 94112",65485,batter up,Cayuga,91.5,2017.0,37.716703,-122.44122800000001,Census Tract 261,6075026100,,3616.0,93544.0,26680.0,504.0,31664.0,3233.0,28.2,1064.0,847.0,832.0,430.0,0.0,339.0,159.0,69.0,250.0,175.0,61.0,254.0,464.0,720.0,475.0,288.0,167.0,2637.0,568.0,216.0,71404.0,87108.0,86087.0,49.0,66.4,5.4,4.1,3233.0,31.1,24.8,24.3,12.6,7.2,0.0,9.9,4.6,2.0,7.3,5.1,1.8,7.4,13.6,21.0,13.9,8.4,4.9,77.1,16.6,6.3,2.9,4.5,3.8,8.4,17.5,16.1,13.5,17.6,6.5,9.3,6810.0,39.9,3283.0,37.6,3527.0,42.0,1409.0,1953.0,1877.0,76.0,1877.0,1084.0,793.0,48.2,51.8,75.1,96.1,3.9,100.0,57.8,42.2,2011,,2,,,4.0
atelier crenn,,3127 fillmore st,2011-01-21,,2754.0,no,"3127 fillmore st, San Francisco, CA, 94123",65060,atelier crenn,Union Street,96.0,2018.0,37.798403,-122.435804,Census Tract 128,6075012800,,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2011,,1,,1.0,4.3
la ciccia,"Restaurant 1,000 - 2,000 Sqft",291 30th st,2011-04-01,,2684.0,no,"291 30th st, San Francisco, CA, 94131",65549,la ciccia,Fairmount,94.5,2018.0,37.742064,-122.42661799999999,Census Tract 218,6075021800,,2873.0,175463.0,60057.0,1020.0,53240.0,2572.0,30.3,1657.0,174.0,597.0,121.0,0.0,118.0,202.0,63.0,251.0,8.0,108.0,246.0,579.0,677.0,186.0,140.0,106.0,1871.0,505.0,308.0,101315.0,132690.0,122668.0,31.0,75.0,6.6,3.0,2572.0,61.7,6.5,22.2,4.5,5.0,0.0,4.4,7.5,2.3,9.4,0.3,4.0,9.2,21.6,25.2,6.9,5.2,3.9,69.7,18.8,11.5,4.5,2.4,3.3,5.7,6.9,18.7,6.9,18.3,13.3,20.1,3840.0,40.9,1931.0,41.1,1909.0,40.7,846.0,1884.0,1768.0,116.0,1768.0,1062.0,706.0,50.3,49.7,47.9,93.8,6.2,100.0,60.1,39.9,2011,,4,,,2.6
vega at langton,"Restaurant Less Than 1,000 Sqft",1246 folsom st,2012-12-06,,2069.0,no,"1246 folsom st, San Francisco, CA, 94103",78536,vega at langton,South of Market,100.0,2018.0,37.7745964,-122.4109994,Census Tract 178.02,6075017802,http://www.sfgate.com/neighborhoods/sf/soma/,2057.0,81000.0,46335.0,1083.0,50757.0,1906.0,30.8,1091.0,275.0,497.0,55.0,0.0,18.0,126.0,65.0,238.0,10.0,97.0,96.0,639.0,335.0,245.0,51.0,23.0,1705.0,124.0,114.0,89091.0,112313.0,122694.0,114.0,58.8,5.5,21.0,1906.0,56.2,14.2,25.6,2.8,1.3,0.0,0.9,6.5,3.3,12.2,0.5,5.0,4.9,32.9,17.2,12.6,2.6,1.2,87.8,6.4,5.9,7.8,6.8,7.4,3.2,11.5,10.5,7.0,24.7,8.2,12.9,4516.0,38.0,2879.0,38.9,1637.0,35.8,524.0,2425.0,2214.0,211.0,2214.0,567.0,1647.0,63.8,36.2,23.7,91.3,8.7,100.0,25.6,74.4,2012,,12,,1.0,4.4
aslams rasoi inc,"Restaurant Greater Than 2,000 Sqft",1037 valencia st,2010-12-27,,2779.0,no,"1037 valencia st, San Francisco, CA, 9411",65487,aslams rasoi inc,Mission,91.5,2017.0,37.756293,-122.421016,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,2010,,12,,,4.3
bamboo india,,41 montgomery st,2011-03-11,,2705.0,no,"41 montgomery st, San Francisco, CA, 94101",65856,bamboo asia,South of Market,75.0,2017.0,37.774998,-122.418299,Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/soma/,1109.0,91145.0,45100.0,501.0,35259.0,1077.0,26.4,630.0,220.0,118.0,81.0,0.0,97.0,54.0,33.0,24.0,0.0,30.0,101.0,193.0,236.0,201.0,102.0,13.0,919.0,95.0,70.0,78814.0,90940.0,89669.0,0.0,83.5,2.3,0.0,1077.0,58.1,20.3,10.9,7.5,3.2,0.0,8.9,5.0,3.0,2.2,0.0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0.0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128.0,35.2,1308.0,36.9,820.0,32.7,245.0,801.0,744.0,57.0,744.0,164.0,580.0,61.5,38.5,32.9,92.9,7.1,100.0,22.0,78.0,2011,,3,,2.0,4.4
yellow submarine,"Restaurant Less Than 1,000 Sqft",503 irving st,2011-03-14,,2702.0,no,"503 irving st, San Francisco, CA, 94122",65531,yellow submarine,Inner Sunset,94.0,2018.0,37.764136,-122.463146,Census Tract 301.01,6075030101,http://www.sfgate.com/neighborhoods/sf/innersunset/,3189.0,222608.0,64527.0,1421.0,48125.0,2975.0,25.5,2189.0,161.0,617.0,11.0,0.0,21.0,132.0,20.0,167.0,0.0,64.0,126.0,839.0,1027.0,371.0,140.0,117.0,2209.0,509.0,306.0,92000.0,129857.0,133999.0,23.0,81.4,5.2,0.0,2975.0,72.4,5.3,20.4,0.4,1.5,0.0,0.7,4.4,0.7,5.5,0.0,2.1,4.2,27.7,34.0,12.3,4.6,3.9,73.0,16.8,10.1,4.8,3.4,5.8,5.9,5.9,12.8,16.5,17.1,12.7,15.1,4233.0,34.2,2021.0,35.1,2212.0,33.2,696.0,2158.0,1997.0,161.0,1997.0,560.0,1437.0,47.7,52.3,34.9,92.5,7.5,100.0,28.0,72.0,2011,,3,,1.0,3.9
tacko shop,"Restaurant Greater Than 2,000 Sqft",3115 fillmore st,2011-03-18,,2698.0,no,"3115 fillmore st, San Francisco, CA, 94123",65624,tacko shop,Union Street,92.0,2018.0,37.798272999999995,-122.435774,Census Tract 128,6075012800,,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2011,,3,,2.0,4.3
la fina estampa,"Restaurant 1,000 - 2,000 Sqft",1407 bush st,2011-05-01,,2654.0,no,"1407 bush st, San Francisco, CA, 94109",67427,la fina estampa,Lower Nob Hill,98.0,2018.0,37.788603,-122.42073700000002,Census Tract 120,6075012000,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2367.0,48212.0,32947.0,1973.0,32987.0,2075.0,23.5,751.0,479.0,727.0,52.0,0.0,53.0,53.0,0.0,342.0,99.0,30.0,171.0,321.0,319.0,615.0,119.0,0.0,1869.0,114.0,139.0,33703.0,47968.0,56955.0,162.0,67.9,10.4,23.9,2075.0,35.4,22.6,34.3,2.5,5.3,0.0,2.5,2.5,0.0,16.1,4.7,1.4,8.1,15.1,15.0,29.0,5.6,0.0,88.1,5.4,6.6,22.1,9.7,11.6,9.5,12.3,15.3,9.5,4.5,1.7,3.9,3833.0,36.4,2149.0,39.1,1684.0,32.6,394.0,2796.0,2546.0,250.0,2546.0,33.0,2513.0,56.1,43.9,15.5,91.1,8.9,100.0,1.3,98.7,2011,,5,,,4.0
red house bakery,"Restaurant 1,000 - 2,000 Sqft",2818 san bruno ave,2011-03-01,,2715.0,no,"2818 san bruno ave, San Francisco, CA, 94134",65679,red house bakery,Portola,81.5,2018.0,37.72618,-122.40308200000001,Census Tract 257.02,6075025702,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#portola,1757.0,73276.0,22748.0,268.0,25828.0,1562.0,28.6,480.0,321.0,407.0,154.0,0.0,148.0,104.0,78.0,150.0,72.0,33.0,86.0,206.0,238.0,181.0,203.0,111.0,1223.0,222.0,165.0,60500.0,67587.0,70642.0,53.0,57.5,6.9,6.3,1562.0,29.8,19.9,25.3,9.6,15.4,0.0,9.2,6.5,4.8,9.3,4.5,2.0,5.3,12.8,14.8,11.2,12.6,6.9,76.0,13.8,10.2,4.6,5.9,7.8,15.0,11.4,23.1,14.6,10.9,3.4,3.4,4665.0,40.7,2298.0,39.0,2367.0,42.7,981.0,1291.0,1229.0,62.0,1229.0,641.0,588.0,49.3,50.7,79.8,95.2,4.8,100.0,52.2,47.8,2011,,3,,,4.5
haight st happy donuts,"Restaurant 1,000 - 2,000 Sqft",1794 haight st,2011-03-26,,2690.0,no,"1794 haight st, San Francisco, CA, 94117",65770,haight street happy donuts,Haight Ashbury,93.0,2018.0,37.769438,-122.451771,Census Tract 166,6075016600,http://www.sfgate.com/neighborhoods/sf/haight/,3909.0,160630.0,50954.0,1884.0,47558.0,3642.0,29.1,2353.0,466.0,718.0,138.0,0.0,134.0,126.0,10.0,453.0,67.0,350.0,299.0,815.0,640.0,504.0,163.0,139.0,3032.0,467.0,201.0,76597.0,99646.0,103375.0,18.0,81.4,5.3,6.4,3642.0,63.6,12.6,19.4,3.7,0.7,0.0,3.6,3.4,0.3,12.2,1.8,9.5,8.1,22.0,17.3,13.6,4.4,3.8,81.9,12.6,5.4,5.9,2.4,4.3,6.6,10.0,19.9,13.0,19.1,8.6,10.1,5069.0,33.0,2680.0,34.6,2389.0,31.6,660.0,2668.0,2480.0,188.0,2480.0,492.0,1988.0,52.9,47.1,26.6,93.0,7.0,100.0,19.8,80.2,2011,,3,,1.0,4.3
la fusion,"Restaurant 1,000 - 2,000 Sqft",475 pine st,2011-05-04,,2651.0,no,"475 pine st, San Francisco, CA, 94104",66515,la fusion,Financial District,84.0,2017.0,37.791743,-122.403677,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2011,,5,,,4.2
subway #27657,"Restaurant 1,000 - 2,000 Sqft",701 sutter st 1st fl,2011-03-01,,2715.0,no,"701 sutter st 1st fl, San Francisco, CA, 94109",65826,subway #27657,Lower Nob Hill,92.0,2017.0,37.788764,-122.412027,Census Tract 121,6075012100,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2020.0,44528.0,29366.0,1672.0,31191.0,1771.0,28.1,1019.0,321.0,423.0,40.0,0.0,31.0,21.0,21.0,203.0,61.0,83.0,120.0,526.0,314.0,307.0,91.0,25.0,1536.0,84.0,183.0,28966.0,42523.0,51950.0,18.0,68.7,10.7,5.1,1771.0,56.5,17.8,23.5,2.2,0.0,0.0,1.7,1.2,1.2,11.3,3.4,4.6,6.7,29.2,17.4,17.0,5.0,1.4,85.2,4.7,10.1,19.7,4.0,20.2,10.5,11.5,17.4,9.4,4.1,1.9,1.3,3833.0,28.6,1879.0,31.2,1954.0,27.0,311.0,2406.0,2194.0,212.0,2194.0,99.0,2095.0,49.0,51.0,14.2,91.2,8.8,100.0,4.5,95.5,2011,,3,,1.0,4.4
gotts roadside tray gourmet,,1 ferry building 6,2011-04-01,,2684.0,no,"1 ferry building 6, San+francisco, CA, 94111",65622,gotts roadside tray gourmet,Financial District,94.0,2018.0,37.795225,-122.39376999999999,Census Tract 105,6075010500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,1693.0,206447.0,106757.0,924.0,97656.0,1583.0,21.2,1133.0,84.0,353.0,0.0,0.0,24.0,46.0,22.0,19.0,7.0,72.0,354.0,435.0,307.0,63.0,156.0,90.0,1195.0,165.0,235.0,117115.0,166992.0,154609.0,0.0,71.3,5.8,0.0,1583.0,71.0,5.3,22.1,0.0,1.6,0.0,1.5,2.9,1.4,1.2,0.4,4.5,22.2,27.3,19.2,3.9,9.8,5.6,74.9,10.3,14.7,1.6,3.0,3.2,2.0,1.2,13.5,8.2,31.1,8.0,28.1,2685.0,50.2,1390.0,48.5,1295.0,52.0,541.0,1985.0,1682.0,303.0,1682.0,384.0,1298.0,51.8,48.2,32.2,84.7,15.3,100.0,22.8,77.2,2011,,4,,1.0,4.4
eleven o one,"Restaurant Less Than 1,000 Sqft",1101 polk st,2011-04-16,,2669.0,no,"1101 polk st, San Francisco, CA, 94109",65677,eleven o one,Lower Nob Hill,92.0,2018.0,37.787074,-122.41998400000001,Census Tract 120,6075012000,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2367.0,48212.0,32947.0,1973.0,32987.0,2075.0,23.5,751.0,479.0,727.0,52.0,0.0,53.0,53.0,0.0,342.0,99.0,30.0,171.0,321.0,319.0,615.0,119.0,0.0,1869.0,114.0,139.0,33703.0,47968.0,56955.0,162.0,67.9,10.4,23.9,2075.0,35.4,22.6,34.3,2.5,5.3,0.0,2.5,2.5,0.0,16.1,4.7,1.4,8.1,15.1,15.0,29.0,5.6,0.0,88.1,5.4,6.6,22.1,9.7,11.6,9.5,12.3,15.3,9.5,4.5,1.7,3.9,3833.0,36.4,2149.0,39.1,1684.0,32.6,394.0,2796.0,2546.0,250.0,2546.0,33.0,2513.0,56.1,43.9,15.5,91.1,8.9,100.0,1.3,98.7,2011,,4,,1.0,3.9
modern thai inc,"Restaurant 1,000 - 2,000 Sqft",1247 polk st,2013-04-01,,1953.0,no,"1247 polk st, San Francisco, CA, 94109",72164,modern thai inc,Lower Nob Hill,84.5,2018.0,37.788458399999996,-122.4205124,Census Tract 120,6075012000,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2367.0,48212.0,32947.0,1973.0,32987.0,2075.0,23.5,751.0,479.0,727.0,52.0,0.0,53.0,53.0,0.0,342.0,99.0,30.0,171.0,321.0,319.0,615.0,119.0,0.0,1869.0,114.0,139.0,33703.0,47968.0,56955.0,162.0,67.9,10.4,23.9,2075.0,35.4,22.6,34.3,2.5,5.3,0.0,2.5,2.5,0.0,16.1,4.7,1.4,8.1,15.1,15.0,29.0,5.6,0.0,88.1,5.4,6.6,22.1,9.7,11.6,9.5,12.3,15.3,9.5,4.5,1.7,3.9,3833.0,36.4,2149.0,39.1,1684.0,32.6,394.0,2796.0,2546.0,250.0,2546.0,33.0,2513.0,56.1,43.9,15.5,91.1,8.9,100.0,1.3,98.7,2013,,4,,1.0,4.0
the melt,,115 new montgomery st,2011-04-12,,2673.0,no,"115 new montgomery st, San Francisco, CA, 94105",89128,the bird,South of Market,90.0,2017.0,37.787243100000005,-122.4000987,Census Tract 615,6075061500,http://www.sfgate.com/neighborhoods/sf/soma/,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8,2011,,4,,2.0,4.4
yama sushi restaurant,"Restaurant Less Than 1,000 Sqft",850 holloway ave,2017-03-03,,521.0,no,"850 holloway ave, San Francisco, CA, 94112",91298,yama sushi restaurant,Ingleside,90.5,2018.0,37.721976500000004,-122.46213119999999,Census Tract 312.01,6075031201,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Ingleside,3149.0,86597.0,25929.0,267.0,29203.0,2597.0,30.1,796.0,512.0,809.0,192.0,0.0,177.0,273.0,42.0,374.0,104.0,128.0,217.0,203.0,711.0,124.0,123.0,192.0,1844.0,714.0,110.0,65732.0,81259.0,74630.0,49.0,64.6,15.3,6.7,2597.0,29.8,19.2,30.3,7.2,13.5,0.0,6.6,10.2,1.6,14.0,3.9,4.8,8.1,7.6,26.6,4.6,4.6,7.2,69.1,26.8,4.1,3.3,0.0,8.4,12.0,20.4,11.4,11.4,21.0,8.7,3.5,6167.0,38.9,3058.0,37.0,3109.0,40.5,1206.0,1861.0,1740.0,121.0,1740.0,975.0,765.0,49.6,50.4,69.3,93.5,6.5,100.0,56.0,44.0,2017,,3,,2.0,4.4
home plate,"Restaurant 1,000 - 2,000 Sqft",2274 lombard st,2014-07-01,,1497.0,no,"2274 lombard st, San Francisco, CA, 94123",79414,home plate,Marina,74.0,2018.0,37.7996761,-122.4389764,Census Tract 128,6075012800,http://www.sfgate.com/neighborhoods/sf/marina/,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2014,,7,,,3.7
cup,,6 monterey blvd,2013-12-03,2017-06-15,1290.0,yes,"6 monterey blvd, San Francisco, CA, 94131",92119,cup cafe,Glen Park,96.0,2018.0,37.732519,-122.43476969999999,Census Tract 311,6075031100,"http://en.wikipedia.org/wiki/Glen_Park,_San_Francisco",4529.0,134189.0,45305.0,1049.0,43978.0,4201.0,28.8,2616.0,522.0,550.0,345.0,184.0,222.0,93.0,81.0,314.0,251.0,175.0,339.0,903.0,945.0,328.0,237.0,293.0,3087.0,920.0,358.0,101641.0,119621.0,114148.0,0.0,74.1,3.6,0.6,4201.0,59.9,12.0,12.6,7.9,7.6,4.2,5.1,2.1,1.9,7.2,5.8,4.0,7.8,20.7,21.6,7.5,5.4,6.7,70.7,21.1,8.2,2.5,1.2,3.5,4.1,9.7,15.7,10.8,26.5,14.8,11.2,6193.0,42.0,3166.0,41.3,3027.0,43.0,1388.0,2590.0,2462.0,128.0,2462.0,1569.0,893.0,51.1,48.9,56.4,95.1,4.9,100.0,63.7,36.3,2013,2017.0,12,6.0,,4.4
ziggys burger  grill,"Restaurant 1,000 - 2,000 Sqft",21 drumm st,2011-05-15,,2640.0,no,"21 drumm st, San Francisco, CA, 94111",65925,ziggys burger  grill,Financial District,78.5,2017.0,37.793865000000004,-122.39649299999999,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2011,,5,,,4.3
wok and go llc,"Restaurant 1,000 - 2,000 Sqft",2700 24th st,2011-04-20,,2665.0,no,"2700 24th st, San Francisco, CA, 9411",65348,wok and go,Mission,77.0,2018.0,37.752988,-122.406682,Census Tract 229.03,6075022903,http://www.sfgate.com/neighborhoods/sf/mission/,2001.0,92299.0,32415.0,482.0,32324.0,1815.0,24.9,831.0,464.0,338.0,97.0,0.0,97.0,135.0,53.0,61.0,76.0,68.0,242.0,392.0,366.0,299.0,51.0,20.0,1582.0,239.0,39.0,67368.0,88415.0,91339.0,63.0,71.5,7.0,5.3,1815.0,44.7,24.9,18.2,5.2,7.0,0.0,5.2,7.3,2.8,3.3,4.1,3.7,13.0,21.1,19.7,16.1,2.7,1.1,85.1,12.8,2.1,0.8,5.9,4.6,8.7,20.2,15.6,12.0,16.3,9.9,5.8,3384.0,34.7,1767.0,33.9,1617.0,35.4,559.0,1167.0,1118.0,49.0,1118.0,405.0,713.0,52.2,47.8,50.0,95.8,4.2,100.0,36.2,63.8,2011,,4,,,
the posh bagel,"Restaurant 1,000 - 2,000 Sqft",742 irving st,2011-04-01,,2684.0,no,"742 irving st, San Francisco, CA, 94122",66280,the posh bagel,Inner Sunset,91.5,2018.0,37.764088,-122.46587199999999,Census Tract 302.02,6075030202,http://www.sfgate.com/neighborhoods/sf/innersunset/,2980.0,128616.0,46818.0,1195.0,46014.0,2759.0,32.5,1833.0,258.0,531.0,122.0,0.0,200.0,180.0,19.0,114.0,103.0,104.0,124.0,603.0,1005.0,140.0,155.0,113.0,1969.0,609.0,282.0,83077.0,98856.0,100917.0,26.0,72.3,4.0,4.0,2759.0,64.1,9.0,18.6,4.3,4.1,0.0,7.0,6.3,0.7,4.0,3.6,3.6,4.3,21.1,35.1,4.9,5.4,4.0,68.8,21.3,9.9,4.1,3.9,4.4,7.0,8.8,18.8,12.2,24.8,8.0,8.0,4313.0,34.2,2049.0,34.6,2264.0,33.6,778.0,2229.0,2084.0,145.0,2084.0,461.0,1623.0,47.5,52.5,37.3,93.5,6.5,100.0,22.1,77.9,2011,,4,,2.0,3.9
amphawa thai noodle house,"Restaurant 1,000 - 2,000 Sqft",5020 geary blvd,2011-05-16,,2639.0,no,"5020 geary blvd, San Francisco, CA, 94118",66229,amphawa thai noodle house,Inner Richmond,76.0,2017.0,37.780733000000005,-122.473114,Census Tract 426.02,6075042602,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2239.0,127870.0,42992.0,762.0,43556.0,1751.0,28.6,1029.0,226.0,529.0,48.0,13.0,50.0,78.0,27.0,229.0,52.0,118.0,175.0,410.0,412.0,161.0,97.0,49.0,1502.0,152.0,217.0,72819.0,104057.0,110973.0,46.0,72.2,16.4,11.2,1751.0,55.0,12.1,28.3,2.6,2.1,0.7,2.7,4.2,1.4,12.2,2.8,6.3,9.4,21.9,22.0,8.6,5.2,2.6,80.3,8.1,11.6,5.7,1.8,8.1,7.9,17.1,12.4,15.2,6.7,7.9,17.3,3243.0,39.3,1517.0,38.8,1726.0,39.9,760.0,1548.0,1411.0,137.0,1411.0,492.0,919.0,46.8,53.2,53.9,91.1,8.9,100.0,34.9,65.1,2011,,5,,2.0,4.6
