business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month
great steak and potato,,3251 20th av,2012-03-20,2016-08-15,1609.0,yes,"3251 20th av, San Francisco, CA, 94132",88899,great steak and potato,Stonestown,93.0,2017.0,37.7280817,-122.4770808,Census Tract 332.01,6075033201,,1745.0,73527.0,12912.0,469.0,6056.0,1396.0,27.0,231.0,309.0,760.0,16.0,0.0,58.0,0.0,0.0,367.0,46.0,68.0,68.0,173.0,222.0,260.0,99.0,38.0,1150.0,205.0,44.0,41250.0,48878.0,48412.0,32.0,53.0,19.8,4.8,1396.0,16.5,22.1,54.3,1.1,5.9,0.0,4.1,0.0,0.0,26.2,3.3,4.9,4.9,12.4,15.9,18.6,7.1,2.7,82.2,14.7,3.1,19.5,6.7,13.8,4.9,12.3,15.4,22.4,3.3,0.4,1.4,3683.0,19.9,1440.0,20.4,2243.0,19.8,240.0,794.0,647.0,147.0,647.0,4.0,643.0,39.1,60.9,37.1,81.5,18.5,100.0,0.6,99.4,2012,2016.0,3,8.0
wise sons delicatessen,"Restaurant 1,000 - 2,000 Sqft",3150 24th st,2010-12-25,,2782.0,no,"3150 24th st, San Francisco, CA, 9411",68173,wise sons deli,Mission,91.5,2018.0,37.752468,-122.415332,Census Tract 229.01,6075022901,http://www.sfgate.com/neighborhoods/sf/mission/,2768.0,60648.0,29470.0,742.0,31537.0,2380.0,27.4,912.0,590.0,521.0,163.0,12.0,151.0,185.0,75.0,246.0,19.0,224.0,165.0,255.0,378.0,557.0,141.0,29.0,1899.0,252.0,286.0,50493.0,75614.0,80572.0,59.0,77.1,12.0,14.4,2380.0,37.4,24.2,21.4,6.7,10.3,0.5,6.2,7.6,3.1,10.1,0.8,9.2,6.8,10.5,15.5,22.9,5.8,1.2,77.9,10.3,11.7,5.9,3.1,14.8,10.7,15.0,21.9,7.0,6.9,8.5,6.3,4640.0,31.6,2464.0,31.1,2176.0,32.4,786.0,1500.0,1410.0,90.0,1410.0,276.0,1134.0,53.1,46.9,55.7,94.0,6.0,100.0,19.6,80.4,2010,,12,
chinos taqueria inc,"Restaurant 1,000 - 2,000 Sqft",3416 balboa st,2012-03-01,,2350.0,no,"3416 balboa st, San Francisco, CA, 94121",75063,chinos taqueria inc,Outer Richmond,88.5,2018.0,37.7759968,-122.4955901,Census Tract 478.01,6075047801,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2271.0,99166.0,34417.0,548.0,42654.0,1943.0,36.2,1058.0,335.0,437.0,72.0,0.0,70.0,75.0,92.0,264.0,81.0,181.0,134.0,217.0,488.0,257.0,19.0,80.0,1456.0,339.0,163.0,78056.0,88630.0,92719.0,82.0,65.9,13.8,5.8,1943.0,54.0,17.1,22.3,3.7,2.9,0.0,3.6,3.8,4.7,13.5,4.1,9.2,6.8,11.1,24.9,13.1,1.0,4.1,74.4,17.3,8.3,1.4,6.4,7.4,5.6,17.5,11.5,14.3,18.1,11.9,6.0,4005.0,43.9,1883.0,43.1,2122.0,44.7,956.0,1770.0,1634.0,136.0,1634.0,737.0,897.0,47.0,53.0,58.5,92.3,7.7,100.0,45.1,54.9,2012,,3,
slurp ramen,"Restaurant 1,000 - 2,000 Sqft",710 commercial st,2012-04-01,,2319.0,no,"710 commercial st, San Francisco, CA, 94108",68827,slurp ramen,Chinatown,92.0,2017.0,37.7940708,-122.4051035,Census Tract 118,6075011800,http://www.sfgate.com/neighborhoods/sf/chinatown/,931.0,32698.0,17853.0,280.0,11875.0,770.0,25.1,128.0,419.0,211.0,6.0,0.0,0.0,28.0,9.0,83.0,22.0,14.0,38.0,176.0,47.0,193.0,170.0,12.0,683.0,58.0,51.0,23779.0,44174.0,56098.0,43.0,56.2,14.9,29.7,770.0,16.2,52.9,26.6,0.8,3.5,0.0,0.0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500.0,50.3,728.0,48.3,772.0,52.4,373.0,800.0,695.0,105.0,695.0,13.0,682.0,48.5,51.5,53.7,86.9,13.1,100.0,1.9,98.1,2012,,4,
joes ice cream,"Restaurant 1,000 - 2,000 Sqft",5420 geary blvd,2012-04-01,,2319.0,no,"5420 geary blvd, San Francisco, CA, 94121",68784,joes ice cream,Inner Richmond,97.0,2018.0,37.780488,-122.477751,Census Tract 426.02,6075042602,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2239.0,127870.0,42992.0,762.0,43556.0,1751.0,28.6,1029.0,226.0,529.0,48.0,13.0,50.0,78.0,27.0,229.0,52.0,118.0,175.0,410.0,412.0,161.0,97.0,49.0,1502.0,152.0,217.0,72819.0,104057.0,110973.0,46.0,72.2,16.4,11.2,1751.0,55.0,12.1,28.3,2.6,2.1,0.7,2.7,4.2,1.4,12.2,2.8,6.3,9.4,21.9,22.0,8.6,5.2,2.6,80.3,8.1,11.6,5.7,1.8,8.1,7.9,17.1,12.4,15.2,6.7,7.9,17.3,3243.0,39.3,1517.0,38.8,1726.0,39.9,760.0,1548.0,1411.0,137.0,1411.0,492.0,919.0,46.8,53.2,53.9,91.1,8.9,100.0,34.9,65.1,2012,,4,
marina pizza  pasta,"Restaurant 1,000 - 2,000 Sqft",2139 lombard st,2012-04-01,,2319.0,no,"2139 lombard st, San Francisco, CA, 94123",34746,marina pizza  pasta,Union Street,89.5,2018.0,37.799716,-122.436685,Census Tract 128,6075012800,,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2012,,4,
torrez taqueria incorporated,"Restaurant 1,000 - 2,000 Sqft",1338 ocean ave,2012-03-29,,2322.0,no,"1338 ocean ave, San Francisco, CA, 94112",73955,torrez taqueria inc,Westwood Park,88.0,2017.0,37.7242854,-122.4570752,Census Tract 310,6075031000,"http://en.wikipedia.org/wiki/Westwood_Park,_San_Francisco,_California",1619.0,127799.0,43766.0,451.0,47672.0,1531.0,31.8,878.0,211.0,302.0,97.0,10.0,170.0,29.0,73.0,125.0,52.0,110.0,142.0,168.0,452.0,102.0,57.0,69.0,1124.0,259.0,176.0,91907.0,109984.0,113180.0,43.0,59.7,3.7,5.2,1531.0,56.3,13.5,19.4,6.2,4.6,0.6,10.9,1.9,4.7,8.0,3.3,7.1,9.1,10.8,29.0,6.5,3.7,4.4,72.1,16.6,11.3,4.2,1.6,11.3,1.9,8.8,13.8,11.0,18.8,16.9,11.9,3494.0,45.6,1755.0,44.4,1739.0,46.7,886.0,1322.0,1271.0,51.0,1271.0,1060.0,211.0,50.2,49.8,69.7,96.1,3.9,100.0,83.4,16.6,2012,,3,
blackwood thai,"Restaurant 1,000 - 2,000 Sqft",2150 chestnut st,2012-04-02,,2318.0,no,"2150 chestnut st, San Francisco, CA, 94123",68331,blackwood thai cuisine,Marina,88.0,2017.0,37.800508,-122.438824,Census Tract 126.01,6075012601,http://www.sfgate.com/neighborhoods/sf/marina/,1747.0,181849.0,81826.0,969.0,80705.0,1627.0,30.9,1363.0,42.0,222.0,0.0,0.0,43.0,246.0,32.0,149.0,0.0,53.0,133.0,639.0,239.0,35.0,58.0,0.0,1494.0,80.0,53.0,106014.0,131367.0,134927.0,18.0,79.4,6.9,0.0,1627.0,83.8,2.6,13.6,0.0,0.0,0.0,2.6,15.1,2.0,9.2,0.0,3.3,8.2,39.3,14.7,2.2,3.6,0.0,91.8,4.9,3.3,3.7,1.0,2.0,5.9,3.7,18.4,13.1,15.9,16.3,20.1,2329.0,33.8,1042.0,34.4,1287.0,33.3,353.0,1640.0,1496.0,144.0,1496.0,285.0,1211.0,44.7,55.3,23.6,91.2,8.8,100.0,19.1,80.9,2012,,4,
dunya bistro,"Restaurant 1,000 - 2,000 Sqft",1609 polk st,2012-08-02,,2196.0,no,"1609 polk st, San Francisco, CA, 94109",70562,dunya bistro,Polk Gulch,92.0,2018.0,37.791694,-122.420944,Census Tract 111,6075011100,"http://en.wikipedia.org/wiki/Polk_Gulch,_San_Francisco,_California",2963.0,71447.0,41223.0,1926.0,43697.0,2822.0,26.9,1387.0,495.0,796.0,54.0,0.0,0.0,154.0,141.0,378.0,90.0,64.0,453.0,549.0,379.0,436.0,85.0,93.0,2459.0,219.0,137.0,49506.0,70126.0,76429.0,41.0,63.8,4.8,6.6,2822.0,49.1,17.5,28.2,1.9,3.2,0.0,0.0,5.5,5.0,13.4,3.2,2.3,16.1,19.5,13.4,15.5,3.0,3.3,87.1,7.8,4.9,9.8,4.8,11.6,10.4,14.0,17.7,10.1,12.3,4.3,5.0,5164.0,37.8,2711.0,38.9,2453.0,36.3,748.0,3388.0,3073.0,315.0,3073.0,236.0,2837.0,52.5,47.5,24.3,90.7,9.3,100.0,7.7,92.3,2012,,8,
mission cheese,"Restaurant Less Than 1,000 Sqft",736 valencia st,2011-02-01,,2744.0,no,"736 valencia st, San Francisco, CA, 9411",65051,mission cheese,Mission Dolores,93.0,2018.0,37.761147,-122.421534,Census Tract 207,6075020700,,4240.0,139824.0,62388.0,1856.0,53712.0,4080.0,30.1,2489.0,649.0,871.0,57.0,0.0,53.0,252.0,0.0,395.0,0.0,399.0,290.0,1106.0,662.0,459.0,254.0,236.0,3220.0,488.0,398.0,88850.0,122101.0,125772.0,141.0,79.8,3.2,10.1,4080.0,60.6,15.8,21.2,1.4,1.0,0.0,1.3,6.1,0.0,9.6,0.0,9.7,7.1,26.9,16.1,11.2,6.2,5.7,78.4,11.9,9.7,2.0,0.4,7.4,6.9,13.9,15.1,9.9,16.0,9.5,18.9,5171.0,36.0,2710.0,37.1,2461.0,35.1,720.0,2884.0,2718.0,166.0,2718.0,640.0,2078.0,52.4,47.6,26.5,94.2,5.8,100.0,23.5,76.5,2011,,2,
peets coffee  tea,"Restaurant Less Than 1,000 Sqft",1630 holloway ave,2012-04-09,,2311.0,no,"1630 holloway ave, San Francisco, CA, 94132",68944,peets coffee and tea,Parkmerced,95.0,2018.0,37.720877,-122.477651,Census Tract 332.01,6075033201,"http://en.wikipedia.org/wiki/Parkmerced,_San_Francisco,_California",1745.0,73527.0,12912.0,469.0,6056.0,1396.0,27.0,231.0,309.0,760.0,16.0,0.0,58.0,0.0,0.0,367.0,46.0,68.0,68.0,173.0,222.0,260.0,99.0,38.0,1150.0,205.0,44.0,41250.0,48878.0,48412.0,32.0,53.0,19.8,4.8,1396.0,16.5,22.1,54.3,1.1,5.9,0.0,4.1,0.0,0.0,26.2,3.3,4.9,4.9,12.4,15.9,18.6,7.1,2.7,82.2,14.7,3.1,19.5,6.7,13.8,4.9,12.3,15.4,22.4,3.3,0.4,1.4,3683.0,19.9,1440.0,20.4,2243.0,19.8,240.0,794.0,647.0,147.0,647.0,4.0,643.0,39.1,60.9,37.1,81.5,18.5,100.0,0.6,99.4,2012,,4,
geneva bubble tea,"Restaurant Less Than 1,000 Sqft",981 geneva ave,2012-04-01,,2319.0,no,"981 geneva ave, San Francisco, CA, 94112",68890,geneva bubble tea,Excelsior,82.5,2018.0,37.715871,-122.439703,Census Tract 263.01,6075026301,"http://en.wikipedia.org/wiki/Excelsior_District,_San_Francisco,_California",2356.0,82133.0,22458.0,125.0,27852.0,2066.0,30.8,539.0,551.0,542.0,120.0,0.0,100.0,195.0,52.0,161.0,227.0,20.0,165.0,245.0,453.0,342.0,62.0,84.0,1665.0,325.0,116.0,63175.0,79745.0,84405.0,62.0,63.3,10.6,2.9,2066.0,25.6,26.2,25.7,5.7,16.8,0.0,4.7,9.3,2.5,7.6,10.8,0.9,7.8,11.6,21.5,16.2,2.9,4.0,79.1,15.4,5.5,3.8,2.6,10.2,3.9,10.6,30.5,10.1,15.7,8.5,4.2,4875.0,40.6,2435.0,38.9,2440.0,42.7,1007.0,1343.0,1273.0,70.0,1273.0,760.0,513.0,49.9,50.1,79.1,94.8,5.2,100.0,59.7,40.3,2012,,4,
roam artisan burgers,"Restaurant 1,000 - 2,000 Sqft",1923 fillmore st,2012-04-01,,2319.0,no,"1923 fillmore st, San Francisco, CA, 94115",69576,roam artisan burgers,Lower Pacific Heights,93.5,2017.0,37.787538,-122.433611,Census Tract 152,6075015200,"http://en.wikipedia.org/wiki/Lower_Pacific_Heights,_San_Francisco,_California",2532.0,197058.0,65377.0,1849.0,57500.0,2394.0,31.6,1471.0,179.0,685.0,111.0,0.0,56.0,43.0,49.0,193.0,67.0,203.0,286.0,749.0,510.0,164.0,75.0,69.0,2091.0,231.0,142.0,55924.0,100875.0,123757.0,15.0,71.5,2.7,2.9,2394.0,59.7,7.3,27.8,4.5,0.7,0.0,2.3,1.7,2.0,7.8,2.7,8.2,11.6,30.4,20.7,6.7,3.0,2.8,84.9,9.4,5.8,8.0,11.1,4.9,12.4,9.4,12.6,10.5,11.0,8.2,12.0,3934.0,40.0,1725.0,40.1,2209.0,40.0,574.0,2624.0,2430.0,194.0,2430.0,541.0,1889.0,43.8,56.2,23.6,92.6,7.4,100.0,22.3,77.7,2012,,4,
sushi avenue inc,Take-Out Establishment,1515 sloat blvd,2012-05-07,,2283.0,no,"1515 sloat blvd, San Francisco, CA, 94132",68974,sushi avenue inc,Lakeshore,97.0,2017.0,37.7332613,-122.489453,Census Tract 331,6075033100,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Lakeshore,1893.0,132750.0,41377.0,437.0,51692.0,1736.0,30.1,1132.0,164.0,432.0,46.0,0.0,89.0,90.0,33.0,191.0,88.0,24.0,255.0,300.0,408.0,175.0,66.0,112.0,1358.0,291.0,182.0,103589.0,111918.0,115428.0,0.0,60.4,3.3,1.2,1736.0,61.8,9.0,23.6,2.5,3.1,0.0,4.9,4.9,1.8,10.4,4.8,1.3,13.9,16.4,22.3,9.6,3.6,6.1,74.2,15.9,9.9,2.5,7.3,4.7,4.9,4.1,11.2,12.8,28.5,9.7,14.2,3968.0,45.0,1918.0,42.9,2050.0,46.7,1058.0,1508.0,1442.0,66.0,1442.0,1240.0,202.0,48.3,51.7,73.4,95.6,4.4,100.0,86.0,14.0,2012,,5,
washington cafe,,826 washington st,2012-05-15,,2275.0,no,"826 washington st, San Francisco, CA, 94108",69041,washington cafe,Chinatown,84.5,2017.0,37.795128,-122.406993,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2012,,5,
little heaven deli,"Restaurant Less Than 1,000 Sqft",2348 mission st,2016-05-03,,826.0,no,"2348 mission st, San Francisco, CA, 9411",93815,little heaven deli,Mission,96.0,2018.0,37.7594684,-122.4194361,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,2016,,5,
grandmas deli  cafe,"Restaurant Less Than 1,000 Sqft",1551 mission st,2012-05-15,,2275.0,no,"1551 mission st, San Francisco, CA, 94103",69194,grandmas deli  cafe,South of Market,92.0,2018.0,37.7733151,-122.4180126,Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/soma/,1109.0,91145.0,45100.0,501.0,35259.0,1077.0,26.4,630.0,220.0,118.0,81.0,0.0,97.0,54.0,33.0,24.0,0.0,30.0,101.0,193.0,236.0,201.0,102.0,13.0,919.0,95.0,70.0,78814.0,90940.0,89669.0,0.0,83.5,2.3,0.0,1077.0,58.1,20.3,10.9,7.5,3.2,0.0,8.9,5.0,3.0,2.2,0.0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0.0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128.0,35.2,1308.0,36.9,820.0,32.7,245.0,801.0,744.0,57.0,744.0,164.0,580.0,61.5,38.5,32.9,92.9,7.1,100.0,22.0,78.0,2012,,5,
elephant sushi,"Restaurant 1,000 - 2,000 Sqft",1916 hyde st,2012-04-23,,2297.0,no,"1916 hyde st, San Francisco, CA, 94109",69512,elephant sushi,Russian Hill,78.5,2018.0,37.79861,-122.418867,Census Tract 109,6075010900,http://www.sfgate.com/neighborhoods/sf/russianhill/,3335.0,159326.0,80118.0,1774.0,67574.0,3096.0,28.0,2050.0,281.0,640.0,49.0,31.0,41.0,107.0,95.0,267.0,66.0,350.0,404.0,955.0,361.0,208.0,112.0,147.0,2451.0,343.0,350.0,94063.0,134709.0,148930.0,21.0,80.3,5.7,5.0,3096.0,65.2,8.9,20.4,1.6,3.9,1.0,1.3,3.4,3.0,8.5,2.1,11.1,12.8,30.4,11.5,6.6,3.6,4.7,78.0,10.9,11.1,9.2,4.1,7.1,4.5,5.2,13.5,8.0,20.0,8.7,19.7,4320.0,36.6,2020.0,36.8,2300.0,36.3,668.0,2891.0,2628.0,263.0,2628.0,526.0,2102.0,46.8,53.2,25.4,90.9,9.1,100.0,20.0,80.0,2012,,4,
elephant sushi 2,"Restaurant Less Than 1,000 Sqft",380 golden gate ave,2012-04-23,,2297.0,no,"380 golden gate ave, San Francisco, CA, 94102",76681,elephant sushi 2,Tenderloin,80.0,2017.0,37.7816058,-122.4169132,Census Tract 124.01,6075012401,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2462.0,34894.0,16888.0,1747.0,22245.0,2376.0,25.2,281.0,1420.0,395.0,77.0,0.0,114.0,73.0,0.0,217.0,110.0,24.0,144.0,207.0,235.0,1142.0,57.0,53.0,2137.0,116.0,93.0,21061.0,28966.0,36303.0,117.0,62.3,3.5,18.8,2376.0,11.8,59.8,16.6,3.2,8.5,0.0,4.8,3.1,0.0,9.1,4.6,1.0,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14.0,17.9,28.4,10.1,11.8,11.3,5.0,1.5,0.0,0.0,5075.0,37.5,3274.0,37.2,1801.0,38.0,752.0,2934.0,2698.0,236.0,2698.0,13.0,2685.0,64.5,35.5,27.9,92.0,8.0,100.0,0.5,99.5,2012,,4,
elephant sushi 3,"Restaurant Less Than 1,000 Sqft",705 geary st,2012-04-23,,2297.0,no,"705 geary st, San Francisco, CA, 94109",77761,elephant sushi 3,Tenderloin,88.5,2018.0,37.7863003,-122.4150038,Census Tract 122.01,6075012201,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2700.0,44690.0,30540.0,1855.0,28440.0,2298.0,26.5,996.0,885.0,391.0,15.0,0.0,54.0,165.0,52.0,154.0,65.0,73.0,196.0,390.0,422.0,564.0,238.0,60.0,2117.0,208.0,108.0,31265.0,51460.0,57516.0,167.0,71.2,9.9,27.8,2298.0,40.9,36.4,16.1,0.6,6.0,0.0,2.2,6.8,2.1,6.3,2.7,3.0,8.1,16.0,17.3,23.2,9.8,2.5,87.0,8.5,4.4,10.7,11.7,13.4,19.4,13.0,12.3,8.0,7.9,0.9,2.8,4567.0,35.6,2717.0,37.4,1850.0,33.1,599.0,2906.0,2667.0,239.0,2667.0,152.0,2515.0,59.5,40.5,22.5,91.8,8.2,100.0,5.7,94.3,2012,,4,
super duper,Fast Food Extablishment,783 mission st,2012-05-10,,2280.0,no,"783 mission st, San Francisco, CA, 94103",68831,super duper,South of Market,85.5,2017.0,37.784758,-122.403837,Census Tract 615,6075061500,http://www.sfgate.com/neighborhoods/sf/soma/,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8,2012,,5,
ilana cafe,"Restaurant Less Than 1,000 Sqft",2314 clement st,2012-06-01,,2258.0,no,"2314 clement st, San Francisco, CA, 94121",69207,ilana cafe,Outer Richmond,94.0,2017.0,37.782078,-122.484171,Census Tract 427,6075042700,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,3870.0,126093.0,41939.0,1086.0,41840.0,3523.0,35.4,1955.0,555.0,890.0,84.0,0.0,120.0,115.0,89.0,562.0,160.0,241.0,280.0,806.0,588.0,402.0,210.0,81.0,2897.0,295.0,372.0,78059.0,99789.0,109014.0,36.0,72.0,5.6,3.7,3523.0,53.5,15.2,24.4,2.3,4.7,0.0,3.3,3.1,2.4,15.4,4.4,6.6,7.7,22.1,16.1,11.0,5.7,2.2,79.3,8.1,10.2,4.6,4.0,10.4,9.1,9.6,9.5,13.4,20.6,8.4,10.3,5326.0,40.7,2533.0,39.5,2793.0,41.7,1238.0,2576.0,2352.0,224.0,2352.0,657.0,1695.0,47.6,52.4,52.6,91.3,8.7,100.0,27.9,72.1,2012,,6,
hayes valley bakeworks,"Restaurant 1,000 - 2,000 Sqft",550 gough st,2012-06-01,,2258.0,no,"550 gough st, San Francisco, CA, 94102",69066,hayes valley bakeworks,Civic Center,95.0,2018.0,37.778299,-122.423187,Census Tract 162,6075016200,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1725.0,94019.0,39001.0,1133.0,42687.0,1547.0,27.5,872.0,376.0,282.0,18.0,0.0,52.0,62.0,10.0,74.0,19.0,150.0,158.0,332.0,235.0,367.0,42.0,54.0,1240.0,134.0,181.0,51984.0,60896.0,65261.0,36.0,79.3,9.9,2.3,1547.0,56.1,24.2,18.1,1.2,0.5,0.0,3.3,4.0,0.6,4.8,1.2,9.6,10.2,21.4,15.1,23.6,2.7,3.5,79.7,8.6,11.6,9.2,6.3,7.8,7.7,15.4,19.3,21.3,8.9,3.2,0.9,2541.0,37.1,1491.0,39.4,1050.0,34.6,270.0,1742.0,1594.0,148.0,1594.0,155.0,1439.0,58.7,41.3,16.9,91.5,8.5,100.0,9.7,90.3,2012,,6,
vanda siam restaurant llc,"Restaurant 1,000 - 2,000 Sqft",668 sacramento st,2012-05-15,,2275.0,no,"668 sacramento st, San Francisco, CA, 94111",68826,vanda siam restaurant,Chinatown,85.5,2017.0,37.79373,-122.403974,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2012,,5,
chili cha cha 2,"Restaurant Less Than 1,000 Sqft",3166 24th st,2012-05-01,,2289.0,no,"3166 24th st, San Francisco, CA, 9411",69253,chili cha cha 2,Mission,82.5,2017.0,37.7525298,-122.4156731,Census Tract 229.01,6075022901,http://www.sfgate.com/neighborhoods/sf/mission/,2768.0,60648.0,29470.0,742.0,31537.0,2380.0,27.4,912.0,590.0,521.0,163.0,12.0,151.0,185.0,75.0,246.0,19.0,224.0,165.0,255.0,378.0,557.0,141.0,29.0,1899.0,252.0,286.0,50493.0,75614.0,80572.0,59.0,77.1,12.0,14.4,2380.0,37.4,24.2,21.4,6.7,10.3,0.5,6.2,7.6,3.1,10.1,0.8,9.2,6.8,10.5,15.5,22.9,5.8,1.2,77.9,10.3,11.7,5.9,3.1,14.8,10.7,15.0,21.9,7.0,6.9,8.5,6.3,4640.0,31.6,2464.0,31.1,2176.0,32.4,786.0,1500.0,1410.0,90.0,1410.0,276.0,1134.0,53.1,46.9,55.7,94.0,6.0,100.0,19.6,80.4,2012,,5,
