Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv
B163456,11/1/16,12/22/16,"$64,633.00 ",FALSE,TRUE,1,0 Block of Beulah Street,94117,5,Haight Ashbury,"(37.767537139656, -122.450899914748)",29,7,11,3,9,5,11,15,"29,492"
B163457,11/1/16,12/22/16,"$25,000.00 ",FALSE,FALSE,2,300 Block of Kensington Way,94127,7,West of Twin Peaks,"(37.74310782865, -122.462465499872)",49,10,8,41,40,8,4,1,59
B163460,10/31/16,11/7/16,,TRUE,TRUE,1,1000 Block of Florida Street,94110,9,Mission,"(37.755145361221, -122.410227658828)",53,3,2,20,19,4,7,2,"28,859"
B163462,11/1/16,10/10/17,"$82,500.00 ",FALSE,TRUE,4,1700 Block of Steiner Street,94115,5,Japantown,"(37.785418772971, -122.434755485233)",103,4,11,15,13,9,11,13,"29,490"
B163463,11/1/16,7/3/17,"$56,600.00 ",FALSE,TRUE,2,1000 Block of Prague Street,94112,11,Excelsior,"(37.710146839875, -122.438125664879)",58,9,1,7,5,7,6,9,"28,861"
B163546,11/2/16,4/17/17,"$88,400.35 ",FALSE,FALSE,2,400 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.750097153605, -122.440606260273)",51,3,5,22,22,4,5,2,"28,862"
B163549,,11/4/16,"$132,000.00 ",FALSE,FALSE,1,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671, -122.460552723843)",109,7,11,14,12,5,11,15,"29,492"
B163557,11/7/16,11/7/16,"$40,000.00 ",FALSE,FALSE,2,1000 Block of Sutter Street,94109,3,Nob Hill,"(37.788126303289, -122.417657213518)",50,6,3,21,21,1,10,13,"28,858"
B163558,11/8/16,2/14/17,"$30,000.00 ",FALSE,FALSE,2,1000 Block of Natoma Street,94103,6,Mission,"(37.773137785634, -122.416456977713)",32,1,10,20,19,2,9,8,"28,853"
B163563,11/14/16,2/22/17,"$102,053.00 ",FALSE,FALSE,1,900 Block of Greenwich Street,94133,3,Russian Hill,"(37.801501506769, -122.415530627366)",107,6,3,32,32,1,10,5,308
B163565,11/15/16,1/19/17,"$7,500.00 ",FALSE,FALSE,1,2600 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78947120183, -122.436485055904)",102,4,6,30,27,6,1,13,"29,490"
B163619,11/16/16,5/9/17,"$90,000.00 ",FALSE,FALSE,2,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786146, -122.416880162067)",53,3,2,20,19,4,7,2,"28,859"
B163622,11/15/16,4/10/17,"$115,000.00 ",FALSE,FALSE,2,100 Block of Alhambra Street,94123,2,Marina,"(37.8020349437, -122.438832002132)",17,4,6,13,17,9,1,13,57
B163625,11/15/16,5/9/17,"$70,000.00 ",FALSE,FALSE,1,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786146, -122.416880162067)",53,3,2,20,19,4,7,2,"28,859"
B163626,11/15/16,8/2/17,"$75,000.00 ",FALSE,FALSE,4,1100 Block of York Street,94110,9,Mission,"(37.753656818683, -122.408196896959)",53,3,2,20,19,4,7,2,"28,859"
B163627,11/15/16,8/2/17,"$128,000.00 ",FALSE,TRUE,3,1100 Block of York Street,94110,9,Mission,"(37.753656818683, -122.408196896959)",53,3,2,20,19,4,7,2,"28,859"
B163630,11/17/16,6/30/17,"$32,000.00 ",FALSE,FALSE,6,300 Block of Rolph Street,94112,11,Excelsior,"(37.713160429888, -122.435633085744)",58,9,1,7,5,7,6,9,"28,861"
B163634,11/18/16,1/27/17,"$70,000.00 ",FALSE,FALSE,2,900 Block of York Street,94110,9,Mission,"(37.756848775905, -122.408644241138)",53,3,2,20,19,4,7,2,"28,859"
B163636,11/18/16,1/3/17,"$40,000.00 ",FALSE,FALSE,2,3400 Block of 19th Street,94110,9,Mission,"(37.760157365108, -122.419585247274)",53,3,2,20,19,4,7,2,"28,859"
B163640,12/29/16,11/21/16,"$35,000.00 ",FALSE,TRUE,1,2800 Block of Harrison Street,94110,9,Mission,"(37.751835432081, -122.41175404762)",53,3,2,20,19,4,7,2,"28,859"
B163643,11/22/16,6/22/17,"$52,250.00 ",FALSE,TRUE,2,500 Block of Wildwood Way,94112,7,West of Twin Peaks,"(37.727526340576, -122.461345809993)",71,10,8,41,40,8,4,9,59
B163646,,11/23/16,"$3,000.00 ",FALSE,FALSE,1,0 Block of Glover Street,94109,3,Nob Hill,"(37.797126687253, -122.416102200193)",107,6,3,21,21,1,10,5,"28,858"
B163647,11/23/16,4/12/17,"$42,000.00 ",FALSE,FALSE,2,1400 Block of Funston Avenue,94122,7,Inner Sunset,"(37.761058316356, -122.470330705499)",109,10,8,14,12,8,4,1,56
B163655,11/28/16,12/20/16,"$35,040.00 ",FALSE,FALSE,2,1500 Block of Lyon Street,94115,2,Presidio Heights,"(37.785074132386, -122.444993931198)",103,8,6,31,31,6,1,15,"29,490"
B163721,11/29/16,1/24/17,"$27,500.00 ",FALSE,TRUE,2,2200 Block of California Street,94115,2,Pacific Heights,"(37.789274101417, -122.431384792446)",102,4,6,30,27,9,1,13,"29,490"
B163722,11/30/16,11/21/17,"$55,718.80 ",FALSE,FALSE,1,1000 Block of Masonic Avenue,94117,5,Haight Ashbury,"(37.77161949319, -122.44555757424)",25,7,11,3,9,5,11,15,"29,492"
B163723,11/30/16,2/6/17,"$63,500.00 ",FALSE,FALSE,4,1800 Block of Lyon Street,94115,2,Pacific Heights,"(37.787909628656, -122.445427072827)",102,8,6,30,27,6,1,13,"29,490"
B163728,12/2/16,7/6/17,"$47,310.00 ",FALSE,FALSE,1,0 Block of Sonoma Street,94133,3,North Beach,"(37.800310628213, -122.406381656295)",106,6,3,23,23,1,10,3,308
B163790,12/6/16,4/11/17,"$35,000.00 ",FALSE,FALSE,1,0 Block of Lower Terrace,94114,8,Castro/Upper Market,"(37.762935029682, -122.441496998754)",113,7,5,5,3,5,5,15,"28,862"
B163794,12/7/16,1/25/17,"$30,000.00 ",FALSE,FALSE,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.714011116114, -122.457547776797)",81,10,1,24,24,8,6,9,"28,861"
B163795,12/7/16,1/31/17,"$50,000.00 ",FALSE,TRUE,1,100 Block of Nueva Avenue,94134,10,Bayview Hunters Point,"(37.712118208366, -122.397069395275)",89,2,9,1,1,3,8,10,309
B163798,12/8/16,3/29/17,"$20,000.00 ",FALSE,FALSE,2,600 Block of Ofarrell Street,94109,6,Tenderloin,"(37.785436479792, -122.415336129165)",20,5,10,36,36,10,9,7,"28,858"
B163802,12/9/16,5/2/17,"$20,000.00 ",FALSE,TRUE,1,600 Block of Spruce Street,94118,2,Presidio Heights,"(37.782877292868, -122.453478866439)",11,8,6,31,31,6,1,11,54
B163803,12/9/16,3/23/17,"$25,000.00 ",FALSE,TRUE,2,3900 Block of 18th Street,94114,8,Castro/Upper Market,"(37.761143168245, -122.431688789488)",38,3,5,5,3,4,5,15,"28,862"
B163805,12/9/16,5/31/17,"$26,000.00 ",FALSE,FALSE,4,200 Block of Chattanooga Street,94114,8,Noe Valley,"(37.752569395216, -122.426336372717)",52,3,5,22,22,4,5,2,"28,862"
B163807,12/13/16,8/21/17,"$41,000.00 ",FALSE,FALSE,1,1700 Block of La Salle Avenue,94124,10,Bayview Hunters Point,"(37.738027500691, -122.391497205773)",86,2,9,1,1,3,8,10,58
B163852,12/14/16,9/18/17,"$11,000.00 ",FALSE,TRUE,1,1700 Block of Broadway Street,94109,2,Pacific Heights,"(37.795475651547, -122.425889481368)",102,4,6,30,27,9,1,13,"28,858"
B163876,12/21/16,2/6/17,"$10,000.00 ",FALSE,FALSE,2,2200 Block of Bryant Street,94110,9,Mission,"(37.758015233242, -122.409672653632)",53,3,2,20,19,4,7,2,"28,859"
B163880,12/22/16,2/27/17,"$38,000.00 ",FALSE,TRUE,1,1400 Block of Broadway Street,94109,3,Russian Hill,"(37.796135045968, -122.420951806797)",105,4,3,32,32,9,10,13,"28,858"
B163925,12/19/16,11/9/17,"$12,500.00 ",FALSE,FALSE,2,1900 Block of Oak Street,94117,5,Haight Ashbury,"(37.771301303183, -122.451412659823)",25,7,11,3,9,5,11,15,"29,492"
B163932,12/27/16,6/2/17,"$29,500.00 ",FALSE,FALSE,3,500 Block of South Van Ness Avenue,94110,9,Mission,"(37.764373209544, -122.417478491697)",53,3,2,20,19,4,7,8,"28,859"
B163933,12/30/16,3/6/17,"$32,000.00 ",FALSE,TRUE,3,1200 Block of 9th Avenue,94122,5,Inner Sunset,"(37.764977785911, -122.4664456379)",109,10,11,14,12,8,11,11,56
B170003,,1/4/17,"$35,000.00 ",FALSE,TRUE,3,1500 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.758146502223, -122.493874640158)",39,10,7,35,35,8,3,1,56
B170070,1/11/17,8/21/17,"$29,286.00 ",FALSE,FALSE,2,300 Block of Alemany Boulevard,94110,9,Bernal Heights,"(37.734070470275, -122.412369796669)",83,9,2,2,2,7,7,10,"28,859"
B170072,1/11/17,4/11/17,"$80,000.00 ",FALSE,FALSE,2,1500 Block of Mcallister Street,94115,5,Western Addition,"(37.77784606015, -122.437520119093)",23,4,11,39,41,5,11,15,"29,492"
B170078,1/17/17,7/11/17,"$30,000.00 ",FALSE,FALSE,3,500 Block of Andover Street,94110,9,Bernal Heights,"(37.737138803078, -122.416552981699)",83,9,2,2,2,7,7,2,"28,859"
B170079,1/17/17,4/4/17,"$36,000.00 ",FALSE,FALSE,1,1900 Block of Fell Street,94117,5,Lone Mountain/USF,"(37.772527512775, -122.449976001328)",24,7,11,18,16,5,11,15,"29,492"
B170130,1/18/17,5/10/17,"$6,000.00 ",FALSE,FALSE,1,400 Block of 4th Avenue,94118,1,Inner Richmond,"(37.780151949693, -122.462001728324)",5,8,4,11,11,6,2,11,54
B170155,1/20/17,3/20/17,"$65,000.00 ",FALSE,TRUE,2,400 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.779271704668, -122.481379084993)",8,8,4,29,26,6,2,11,55
B170157,1/23/17,3/20/17,"$38,504.00 ",FALSE,TRUE,2,2300 Block of Balboa Street,94121,1,Outer Richmond,"(37.776271750294, -122.48392141477)",8,8,4,29,26,6,2,11,55
B170163,1/24/17,4/27/17,"$29,630.00 ",FALSE,TRUE,2,300 Block of Lawton Street,94122,7,Inner Sunset,"(37.758475961591, -122.466460103223)",109,10,8,14,12,8,4,1,56
B170168,1/25/17,5/22/17,"$87,936.00 ",FALSE,FALSE,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.758295847598, -122.437966749334)",115,3,5,5,3,4,5,2,"28,862"
B170169,1/25/17,5/22/17,"$87,500.00 ",FALSE,FALSE,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.758295847598, -122.437966749334)",115,3,5,5,3,4,5,2,"28,862"
B170170,1/27/17,3/30/17,"$31,556.65 ",FALSE,FALSE,2,600 Block of 4th Avenue,94118,1,Inner Richmond,"(37.776402745759, -122.461731745079)",5,8,4,11,11,6,2,11,54
B170182,1/31/17,8/2/17,"$85,000.00 ",FALSE,FALSE,4,100 Block of Beaumont Avenue,94118,1,Lone Mountain/USF,"(37.779518694965, -122.454767801104)",12,7,4,18,16,6,2,15,54
B170183,1/31/17,5/26/17,"$53,000.00 ",FALSE,TRUE,1,100 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.752905528009, -122.440744402584)",51,3,5,22,22,4,5,2,"28,862"
B170184,2/1/17,4/17/17,"$47,484.00 ",FALSE,FALSE,4,1400 Block of Hayes Street,94117,5,Hayes Valley,"(37.774727086549, -122.440299348994)",24,7,11,9,10,5,11,15,"29,492"
B170186,2/1/17,5/17/17,"$80,000.00 ",FALSE,FALSE,4,1400 Block of Grove Street,94117,5,Hayes Valley,"(37.775663377253, -122.440489225361)",24,7,11,9,10,5,11,15,"29,492"
B170187,2/1/17,7/25/17,"$100,383.60 ",FALSE,FALSE,4,1400 Block of Grove Street,94117,5,Hayes Valley,"(37.775663377253, -122.440489225361)",24,7,11,9,10,5,11,15,"29,492"
B170231,2/2/17,4/5/17,"$5,310.00 ",FALSE,FALSE,1,1500 Block of 43rd Avenue,94122,4,Sunset/Parkside,"(37.757770434909, -122.502447013201)",39,10,7,35,35,8,3,1,56
B170238,2/6/17,2/17/17,"$12,000.00 ",FALSE,FALSE,2,2600 Block of Phelps Street,94124,10,Bayview Hunters Point,"(37.728929745154, -122.401170689356)",87,2,9,1,1,3,8,10,58
B170244,,2/6/17,"$12,500.00 ",FALSE,FALSE,1,2200 Block of Sutter Street,94115,5,Japantown,"(37.78550932215, -122.437370954133)",103,4,11,15,13,6,11,13,"29,490"
B170245,2/7/17,3/30/17,,TRUE,FALSE,1,1000 Block of Ingerson Avenue,94124,10,Bayview Hunters Point,"(37.719689128717, -122.393876589377)",88,2,9,1,1,3,8,10,58
B170247,2/8/17,6/19/17,"$35,000.00 ",FALSE,FALSE,2,0 Block of Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,"(37.711457663884, -122.468365695899)",65,10,8,24,24,8,4,9,64
B170251,2/9/17,6/19/17,"$65,000.00 ",FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623129, -122.434844610371)",115,3,5,5,3,4,5,2,"28,862"
B170252,2/9/17,6/19/17,"$65,000.00 ",FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623129, -122.434844610371)",115,3,5,5,3,4,5,2,"28,862"
B170253,2/9/17,6/19/17,"$81,435.08 ",FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623129, -122.434844610371)",115,3,5,5,3,4,5,2,"28,862"
B170254,2/9/17,6/19/17,"$65,000.00 ",FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623129, -122.434844610371)",115,3,5,5,3,4,5,2,"28,862"
B170256,2/9/17,9/25/17,"$10,476.70 ",FALSE,TRUE,1,400 Block of Laidley Street,94131,8,Glen Park,"(37.736461695083, -122.430113935292)",59,9,5,10,7,7,5,2,63
B170257,2/9/17,4/28/17,"$20,000.00 ",FALSE,FALSE,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.742174019697, -122.426171158063)",84,9,5,22,22,7,5,2,63
B170319,2/10/17,4/10/17,"$8,000.00 ",FALSE,FALSE,2,1700 Block of Vallejo Street,94123,2,Pacific Heights,"(37.796322545941, -122.426060344087)",102,4,6,30,27,9,1,13,"28,858"
B170322,2/13/17,5/3/17,"$30,000.00 ",FALSE,FALSE,1,500 Block of Oak Street,94102,5,Hayes Valley,"(37.774339185796, -122.428373303014)",22,4,11,9,10,9,11,7,"28,852"
B170330,2/15/17,5/30/17,"$50,639.36 ",FALSE,FALSE,5,2000 Block of 31st Avenue,94116,4,Sunset/Parkside,"(37.749013432779, -122.488932363201)",39,10,7,35,35,8,3,1,"29,491"
B170333,2/15/17,6/12/17,"$59,500.00 ",FALSE,FALSE,2,6400 Block of California Street,94121,1,Outer Richmond,"(37.783754616521, -122.486615769744)",8,8,4,29,26,6,2,11,55
B170335,2/16/17,5/9/17,"$41,380.00 ",FALSE,TRUE,2,700 Block of Cole Street,94117,5,Haight Ashbury,"(37.768137494592, -122.450359833682)",29,7,11,3,9,5,11,15,"29,492"
B170339,2/16/17,4/9/18,"$23,788.40 ",FALSE,FALSE,2,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.793506649764, -122.433922047772)",102,4,6,30,27,9,1,13,"29,490"
B170340,2/16/17,8/16/17,"$7,786.03 ",FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.793506649764, -122.433922047772)",102,4,6,30,27,9,1,13,"29,490"
B170341,2/16/17,9/5/17,"$20,953.40 ",FALSE,TRUE,2,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.793506649764, -122.433922047772)",102,4,6,30,27,9,1,13,"29,490"
B170343,2/17/17,4/19/17,"$28,000.00 ",FALSE,FALSE,2,0 Block of Lee Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.719106313486, -122.45401979515)",64,10,1,24,24,8,6,9,"28,861"
B170350,2/21/17,6/20/17,"$41,306.13 ",FALSE,TRUE,1,2800 Block of Sacramento Street,94115,2,Pacific Heights,"(37.789047608593, -122.439780969456)",102,4,6,30,27,6,1,13,"29,490"
B170419,,2/21/17,"$40,000.00 ",FALSE,FALSE,2,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.755664479278, -122.507808351547)",39,10,7,35,35,8,3,1,56
B170420,2/22/17,5/17/17,"$2,500.00 ",FALSE,FALSE,2,1200 Block of Taylor Street,94108,3,Nob Hill,"(37.79388530616, -122.412851827445)",16,6,3,21,21,1,10,3,"28,857"
B170429,2/24/17,3/6/17,,TRUE,FALSE,1,1200 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.764360141456, -122.480472054533)",39,10,7,35,35,8,3,1,56
B170431,2/24/17,5/30/17,"$57,246.57 ",FALSE,FALSE,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.775136574397, -122.44375821042)",24,7,11,18,16,5,11,15,"29,492"
B170433,,2/16/17,"$96,785.00 ",FALSE,TRUE,2,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821874, -122.428239848114)",84,3,5,22,22,4,5,2,"28,862"
B170436,2/27/17,4/21/17,"$4,500.00 ",FALSE,FALSE,2,600 Block of 33rd Avenue,94121,1,Outer Richmond,"(37.776839383036, -122.493175111385)",8,8,4,29,26,6,2,11,55
B170444,2/27/17,4/12/17,"$2,450.00 ",FALSE,TRUE,1,0 Block of Nordhoff Street,94131,8,West of Twin Peaks,"(37.733792512586, -122.44096830509)",95,9,5,41,40,7,5,9,63
B170530,2/27/17,6/27/17,"$7,194.00 ",FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.793506649764, -122.433922047772)",102,4,6,30,27,9,1,13,"29,490"
B170532,2/27/17,6/12/17,"$14,000.01 ",FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.793506649764, -122.433922047772)",102,4,6,30,27,9,1,13,"29,490"
B170533,3/2/17,8/18/17,"$3,000.00 ",FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170534,3/2/17,8/18/17,"$4,200.00 ",FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170535,3/2/17,4/25/17,"$21,000.00 ",FALSE,FALSE,2,300 Block of Laguna Street,94102,5,Hayes Valley,"(37.774374238371, -122.425773080269)",26,4,11,9,10,9,11,7,"28,852"
B170536,3/2/17,8/18/17,"$3,000.00 ",FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170537,3/2/17,8/18/17,"$3,000.00 ",FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170539,3/2/17,6/28/17,"$27,333.33 ",FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782032855429, -122.463211510027)",5,8,4,11,11,6,2,11,54
B170540,3/2/17,6/28/17,"$27,333.33 ",FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782032855429, -122.463211510027)",5,8,4,11,11,6,2,11,54
B170541,3/2/17,6/28/17,"$27,333.33 ",FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782032855429, -122.463211510027)",5,8,4,11,11,6,2,11,54
B170542,3/2/17,6/28/17,"$27,333.33 ",FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782032855429, -122.463211510027)",5,8,4,11,11,6,2,11,54
B170543,3/2/17,6/28/17,"$27,333.33 ",FALSE,FALSE,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.782032855429, -122.463211510027)",5,8,4,11,11,6,2,11,54
B170549,3/3/17,9/20/17,"$45,000.00 ",FALSE,FALSE,2,2700 Block of 41st Avenue,94116,4,Sunset/Parkside,"(37.7354674298, -122.498871451577)",40,10,7,35,35,8,3,1,"29,491"
B170550,3/3/17,5/31/17,"$14,500.00 ",FALSE,FALSE,1,2900 Block of Gough Street,94123,2,Marina,"(37.800450700301, -122.42766682239)",15,4,6,13,17,9,1,13,57
B170554,3/6/17,5/31/17,"$17,500.00 ",FALSE,FALSE,2,500 Block of Chestnut Street,94133,3,North Beach,"(37.803831051039, -122.412205194331)",106,6,3,23,23,1,10,3,308
B170555,3/7/17,6/5/17,"$50,000.00 ",FALSE,FALSE,1,100 Block of Edinburgh Street,94112,11,Excelsior,"(37.726650816834, -122.427832965158)",90,9,1,7,5,7,6,9,"28,861"
B170615,3/8/17,5/2/17,"$18,500.00 ",FALSE,FALSE,1,0 Block of Hopkins Avenue,94131,8,Twin Peaks,"(37.752989749456, -122.444166990162)",51,7,5,38,38,5,5,2,63
B170616,3/8/17,8/21/17,"$106,440.00 ",FALSE,FALSE,1,3400 Block of 16th Street,94114,8,Castro/Upper Market,"(37.764451394418, -122.430505309316)",37,3,5,5,3,4,5,8,"28,862"
B170620,,3/9/17,,TRUE,FALSE,1,0 Block of Hearst Avenue,94131,7,West of Twin Peaks,"(37.730790380412, -122.439215561088)",95,9,8,41,40,7,4,9,63
B170621,3/9/17,8/28/17,"$21,000.00 ",FALSE,TRUE,1,1900 Block of Sloat Boulevard,94116,4,Sunset/Parkside,"(37.733969056982, -122.495544493465)",40,10,7,35,35,8,3,1,"29,491"
B170630,3/10/17,4/26/17,"$10,000.00 ",FALSE,FALSE,2,100 Block of Buena Vista Terrace,94117,8,Castro/Upper Market,"(37.766922802186, -122.438107893514)",113,7,5,5,3,5,5,15,"28,862"
B170632,3/13/17,5/23/17,"$35,000.00 ",FALSE,FALSE,4,700 Block of Rolph Street,94112,11,Excelsior,"(37.711855116215, -122.431001018992)",58,9,1,7,5,7,6,9,"28,861"
B170633,3/13/17,6/9/17,"$9,782.26 ",FALSE,FALSE,2,200 Block of Whitney Street,94131,8,Glen Park,"(37.738014884042, -122.427300453872)",59,9,5,10,7,7,5,2,63
B170659,3/20/17,7/6/17,"$17,473.21 ",FALSE,FALSE,2,1700 Block of Vallejo Street,94123,2,Pacific Heights,"(37.796322545941, -122.426060344087)",102,4,6,30,27,9,1,13,"28,858"
B170660,3/20/17,5/8/17,"$15,000.00 ",FALSE,FALSE,2,2400 Block of 22nd Avenue,94116,4,Sunset/Parkside,"(37.741978854749, -122.478770522182)",40,10,7,35,35,8,3,1,"29,491"
B170734,3/20/17,6/27/17,"$30,000.00 ",FALSE,FALSE,3,500 Block of Rolph Street,94112,11,Excelsior,"(37.711982113994, -122.433004884043)",58,9,1,7,5,7,6,9,"28,861"
B170736,3/21/17,7/28/17,"$40,000.00 ",FALSE,FALSE,4,2600 Block of Greenwich Street,94123,2,Marina,"(37.797951434852, -122.443292158405)",14,4,6,13,17,9,1,13,57
B170754,3/22/17,8/4/17,"$42,000.00 ",FALSE,TRUE,4,3300 Block of 19th Street,94110,9,Mission,"(37.760388813066, -122.41757721483)",53,3,2,20,19,4,7,2,"28,859"
B170756,2/27/17,4/19/18,"$15,715.06 ",FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170758,2/27/17,4/19/18,"$13,619.73 ",FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.72535991352, -122.442669087981)",94,9,1,28,25,7,6,9,"28,861"
B170765,3/24/17,8/22/17,"$34,000.00 ",FALSE,TRUE,1,2600 Block of Lyon Street,94123,2,Presidio,"(37.795166946312, -122.446868088313)",14,4,6,27,30,,1,11,57
B170821,3/27/17,6/5/17,"$40,000.00 ",FALSE,FALSE,2,0 Block of Hill Street,94110,8,Mission,"(37.756091162673, -122.422133070986)",52,3,5,20,19,4,5,2,"28,859"
B170822,3/27/17,6/5/17,"$62,600.00 ",FALSE,FALSE,1,0 Block of Hill Street,94110,8,Mission,"(37.756091162673, -122.422133070986)",52,3,5,20,19,4,5,2,"28,859"
B170830,3/28/17,2/16/18,"$62,250.00 ",FALSE,FALSE,2,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268, -122.408270724606)",19,5,3,36,36,10,10,14,"28,852"
B170831,3/28/17,2/16/18,"$62,250.00 ",FALSE,FALSE,1,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268, -122.408270724606)",19,5,3,36,36,10,10,14,"28,852"
B170842,3/28/17,12/18/17,"$60,000.00 ",FALSE,TRUE,1,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268, -122.408270724606)",19,5,3,36,36,10,10,14,"28,852"
B170853,3/28/17,10/13/17,"$35,000.00 ",FALSE,FALSE,1,700 Block of Duboce Avenue,94117,8,Haight Ashbury,"(37.769140890759, -122.435349041601)",28,7,5,3,9,5,5,15,"29,492"
B170855,3/28/17,3/28/17,"$55,000.00 ",FALSE,TRUE,1,2200 Block of Clement Street,94121,1,Outer Richmond,"(37.782044350563, -122.48326578536)",8,8,4,29,26,6,2,11,55
B170868,3/31/17,6/2/17,"$40,000.00 ",FALSE,FALSE,2,700 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.732924646536, -122.416428558162)",83,9,2,2,2,7,7,2,"28,859"
B170870,4/4/17,9/20/17,"$64,000.00 ",FALSE,FALSE,3,500 Block of Naples Street,94112,11,Excelsior,"(37.720105430381, -122.431854357033)",90,9,1,7,5,7,6,9,"28,861"
B170871,4/5/17,7/28/17,"$59,055.00 ",FALSE,FALSE,2,200 Block of Upper Terrace,94117,8,Castro/Upper Market,"(37.76285496554, -122.445069216182)",112,7,5,5,3,5,5,15,"29,492"
B170929,4/5/17,5/26/17,$0.00 ,FALSE,FALSE,2,1800 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.752546304762, -122.493622363448)",39,10,7,35,35,8,3,1,56
B170930,4/5/17,8/9/17,"$18,785.00 ",FALSE,FALSE,1,0 Block of Forest Knolls Drive,94131,7,Inner Sunset,"(37.756342116761, -122.454841188052)",111,7,8,14,12,5,4,1,63
B170998,4/12/17,8/11/17,"$167,000.00 ",FALSE,FALSE,4,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674, -122.442299447306)",24,7,11,18,16,5,11,15,"29,492"
B171009,4/14/17,6/30/17,"$40,000.00 ",FALSE,FALSE,2,100 Block of Ellert Street,94110,9,Bernal Heights,"(37.738411255969, -122.417199146545)",61,9,2,2,2,7,7,2,"28,859"
B171011,4/14/17,12/11/17,"$60,000.00 ",FALSE,FALSE,1,1100 Block of Leavenworth Street,94109,3,Nob Hill,"(37.791382837351, -122.415715549277)",16,6,3,21,21,1,10,5,"28,858"
B171018,4/17/17,6/5/17,"$21,540.00 ",FALSE,TRUE,1,4100 Block of 25th Street,94114,8,Noe Valley,"(37.749817567642, -122.432828272657)",84,3,5,22,22,4,5,2,"28,862"
